pasada,pattern_file,idx_ini,idx_fin,dur_points,reasons,vh_kmh_max,grade_percent_extreme,vz_m_per_min_extreme,max_dx_m_s,max_dy_m_s,max_dz_m_s,plot_path,gpx_path
17,17_pattern_aligned_resampled.gpx,970,974,4,DZ_HAMPEL,14.903,10.996,25.598,4.138,0.380,0.427,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,981,984,3,DZ_HAMPEL,16.355,11.691,31.308,4.365,1.335,0.522,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,990,993,3,DZ_HAMPEL,18.371,10.628,32.543,4.646,2.140,0.542,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1020,1022,2,DZ_HAMPEL,24.572,7.177,29.393,5.661,3.813,0.490,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1023,1025,2,DZ_HAMPEL,22.794,8.037,30.534,5.298,3.492,0.509,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1026,1028,2,DZ_HAMPEL,20.871,9.328,32.446,4.676,3.427,0.541,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1038,1042,4,DZ_HAMPEL,21.255,9.309,31.180,5.570,2.172,0.520,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1077,1079,2,DZ_HAMPEL,30.973,-1.757,-9.029,5.821,6.336,0.150,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1094,1097,3,DZ_HAMPEL,28.704,-7.009,-33.530,6.486,5.408,0.559,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1102,1104,2,DZ_HAMPEL,26.292,-7.407,-31.239,7.232,1.100,0.521,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1142,1144,2,DZ_HAMPEL,27.944,-12.883,-60.000,1.351,7.761,1.000,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1233,1235,2,DZ_HAMPEL,13.991,10.116,23.590,3.594,1.499,0.393,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1242,1244,2,DZ_HAMPEL,14.046,10.741,25.143,3.274,2.123,0.419,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1256,1259,3,DZ_HAMPEL,19.586,-13.895,-42.323,4.419,3.809,0.705,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1267,1270,3,DZ_HAMPEL,20.526,-7.073,-24.097,5.634,0.949,0.402,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1348,1352,4,DZ_HAMPEL,18.522,10.305,31.198,4.416,2.891,0.520,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1383,1385,2,DZ_HAMPEL,32.721,-11.333,-60.426,8.671,2.724,1.007,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1394,1396,2,DZ_HAMPEL,36.962,-10.081,-62.064,7.549,7.442,1.034,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1430,1432,2,DZ_HAMPEL,33.184,-6.227,-34.440,8.027,4.969,0.574,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1439,1442,3,DZ_HAMPEL,32.166,-5.940,-31.226,8.573,2.520,0.520,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1533,1535,2,DZ_HAMPEL,17.170,14.539,40.863,4.645,1.439,0.681,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1570,1572,2,DZ_HAMPEL,16.420,9.302,25.456,4.152,1.887,0.424,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1620,1622,2,DZ_HAMPEL,13.253,10.498,22.818,3.379,1.510,0.380,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1645,1648,3,DZ_HAMPEL,14.875,11.534,28.596,4.044,0.940,0.477,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1665,1668,3,DZ_HAMPEL,13.524,12.481,27.897,3.607,1.131,0.465,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1701,1706,5,DZ_HAMPEL,16.418,9.234,23.473,4.326,2.723,0.391,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1713,1715,2,DZ_HAMPEL,11.999,8.188,16.376,2.867,2.398,0.273,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1719,1722,3,DZ_HAMPEL,14.142,-12.821,-29.718,2.104,3.363,0.495,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1734,1738,4,DZ_HAMPEL,19.181,-4.669,-14.494,4.036,4.075,0.242,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1743,1746,3,DZ_HAMPEL,23.574,-7.790,-29.735,6.066,2.468,0.496,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1791,1796,5,VH,46.733,-7.627,-58.398,11.654,9.346,0.973,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1803,1805,2,DZ_HAMPEL,35.615,-4.326,-25.679,9.876,0.582,0.428,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1863,1865,2,DZ_HAMPEL,18.041,9.165,27.559,4.974,0.614,0.459,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,1870,1874,4,DZ_HAMPEL,19.319,6.444,20.750,5.341,0.518,0.346,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2033,2035,2,DZ_HAMPEL,21.478,-7.717,-27.625,3.521,5.103,0.460,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2045,2048,3,DZ_HAMPEL,23.149,8.526,30.167,2.589,5.886,0.503,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2112,2114,2,DZ_HAMPEL,8.658,16.705,24.104,0.422,2.368,0.402,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2158,2160,2,DZ_HAMPEL,11.482,-7.622,-14.587,3.144,0.541,0.243,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2188,2191,3,DZ_HAMPEL,12.708,-18.193,-38.512,2.094,2.915,0.642,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2199,2201,2,DZ_HAMPEL,12.634,-21.629,-45.546,2.804,2.188,0.759,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2411,2413,2,DZ_HAMPEL,8.839,16.063,23.625,2.399,0.535,0.394,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2523,2525,2,DZ_HAMPEL,18.236,4.218,12.580,4.397,2.798,0.210,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2563,2565,2,DZ_HAMPEL,29.444,-7.170,-34.227,8.167,0.448,0.570,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2689,2692,3,DZ_HAMPEL,20.965,-8.767,-29.810,0.734,5.814,0.497,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2699,2701,2,DZ_HAMPEL,24.623,-7.576,-31.089,2.220,6.469,0.518,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2786,2789,3,DZ_HAMPEL,28.034,4.695,21.938,1.835,7.779,0.366,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2795,2800,5,DZ_HAMPEL,23.728,8.311,32.355,2.319,6.170,0.539,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2807,2812,5,DZ_HAMPEL,24.460,6.609,26.943,2.713,6.310,0.449,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,2817,2821,4,DZ_HAMPEL,24.635,-5.897,-23.770,1.798,6.837,0.396,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3008,3010,2,DZ_HAMPEL,14.560,12.061,29.268,2.247,3.377,0.488,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3031,3034,3,DZ_HAMPEL,15.711,10.542,27.604,0.466,4.348,0.460,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3110,3112,2,DZ_HAMPEL,18.706,15.306,47.717,1.415,5.000,0.795,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3222,3228,6,DZ_HAMPEL,12.310,4.232,8.683,0.247,3.411,0.145,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3336,3338,2,DZ_HAMPEL,14.852,5.793,14.340,1.062,3.986,0.239,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3379,3382,3,DZ_HAMPEL,24.217,-7.284,-28.903,2.090,6.394,0.482,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3386,3388,2,DZ_HAMPEL,27.966,-7.462,-34.783,2.871,7.218,0.580,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3392,3394,2,DZ_HAMPEL,27.485,-6.226,-28.519,2.420,7.241,0.475,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3402,3404,2,DZ_HAMPEL,20.407,7.571,25.752,2.004,5.303,0.429,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3466,3471,5,DZ_HAMPEL,22.922,-4.521,-16.860,1.021,6.308,0.281,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3485,3487,2,DZ_HAMPEL,23.553,10.806,42.419,1.517,6.369,0.707,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3589,3614,25,DZ_HAMPEL|VH|VT,53.511,-14.054,-111.709,14.547,5.724,1.862,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3632,3643,11,VH,49.690,-15.560,-123.549,11.728,11.078,2.059,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3646,3699,53,DZ_HAMPEL|VH|VT,59.579,-15.527,-137.456,13.313,13.816,2.291,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3723,3725,2,DZ_HAMPEL,21.112,8.621,30.070,5.749,1.282,0.501,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3744,3746,2,DZ_HAMPEL,29.922,5.966,29.752,4.208,7.168,0.496,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3751,3754,3,DZ_HAMPEL,27.826,-6.565,-30.439,6.343,5.091,0.507,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3759,3762,3,DZ_HAMPEL,30.131,-5.996,-29.988,7.851,3.156,0.500,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3769,3772,3,DZ_HAMPEL,27.471,4.746,21.729,4.649,6.351,0.362,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3776,3778,2,DZ_HAMPEL,27.376,-8.377,-38.221,3.012,7.069,0.637,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3788,3792,4,DZ_HAMPEL,25.578,6.569,27.129,0.915,7.062,0.452,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3801,3804,3,DZ_HAMPEL,26.325,7.160,31.413,0.719,7.277,0.524,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3840,3842,2,DZ_HAMPEL,36.449,-4.960,-30.134,2.343,9.854,0.502,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3847,3852,5,DZ_HAMPEL,36.949,-4.082,-22.911,8.357,7.908,0.382,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3857,3860,3,DZ_HAMPEL,34.086,2.908,16.414,9.205,2.217,0.274,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3902,3905,3,DZ_HAMPEL,21.161,7.157,24.111,4.913,3.354,0.402,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3914,3916,2,DZ_HAMPEL,21.778,15.815,56.094,4.215,4.444,0.935,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3919,3921,2,DZ_HAMPEL,20.948,0.846,2.939,3.835,4.466,0.049,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3939,3942,3,DZ_HAMPEL,18.854,9.558,30.035,4.241,3.175,0.501,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3947,3950,3,DZ_HAMPEL,19.599,9.408,30.731,2.995,4.589,0.512,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3963,3966,3,DZ_HAMPEL,20.232,8.848,29.679,2.798,4.903,0.495,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3979,3982,3,DZ_HAMPEL,17.950,9.710,28.472,3.320,3.733,0.475,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,3996,3999,3,DZ_HAMPEL,22.994,5.417,20.761,0.968,6.329,0.346,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4010,4013,3,DZ_HAMPEL,20.502,8.322,28.429,1.902,5.428,0.474,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4017,4019,2,DZ_HAMPEL,20.747,13.751,47.549,1.399,5.591,0.792,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4054,4056,2,DZ_HAMPEL,13.768,12.928,29.631,2.477,2.914,0.494,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4170,4173,3,DZ_HAMPEL,15.789,13.124,34.499,4.311,0.959,0.575,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4178,4182,4,DZ_HAMPEL,15.798,7.662,20.032,4.306,0.956,0.334,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4188,4190,2,DZ_HAMPEL,14.606,11.564,27.666,3.987,0.769,0.461,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4215,4217,2,DZ_HAMPEL,11.734,15.052,29.424,1.783,2.730,0.490,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4219,4221,2,DZ_HAMPEL,11.226,16.242,30.368,1.970,2.420,0.506,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4225,4227,2,DZ_HAMPEL,11.228,14.825,27.742,1.993,2.417,0.462,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4229,4231,2,DZ_HAMPEL,11.386,15.549,29.505,1.987,2.464,0.492,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4235,4237,2,DZ_HAMPEL,10.222,17.925,30.414,2.130,1.882,0.507,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4292,4294,2,DZ_HAMPEL,9.902,11.728,19.355,2.085,1.793,0.323,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4323,4326,3,DZ_HAMPEL,15.312,13.534,34.538,2.186,3.777,0.576,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4362,4364,2,DZ_HAMPEL,16.588,8.774,24.258,4.288,1.686,0.404,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4390,4392,2,DZ_HAMPEL,13.499,14.297,31.537,1.784,3.328,0.526,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4534,4536,2,DZ_HAMPEL,29.057,-5.878,-28.409,6.313,5.122,0.473,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4548,4550,2,DZ_HAMPEL,26.129,7.752,33.759,7.241,0.493,0.563,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4585,4587,2,DZ_HAMPEL,17.325,8.972,25.907,4.575,1.525,0.432,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4595,4598,3,DZ_HAMPEL,18.647,4.753,14.699,4.845,1.833,0.245,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4599,4602,3,DZ_HAMPEL,18.858,-4.882,-15.343,5.074,1.780,0.256,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4614,4616,2,DZ_HAMPEL,19.830,15.529,49.229,5.490,0.508,0.820,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4715,4719,4,DZ_HAMPEL,12.496,13.461,23.768,3.101,1.559,0.396,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4734,4736,2,DZ_HAMPEL,17.901,-8.833,-26.352,3.116,3.907,0.439,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4772,4774,2,DZ_HAMPEL,15.291,5.321,13.247,4.130,0.993,0.221,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4846,4848,2,DZ_HAMPEL,20.150,-10.125,-34.004,5.306,1.782,0.567,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4870,4878,8,VH,49.121,-8.424,-66.439,13.462,7.110,1.107,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4893,4896,3,DZ_HAMPEL,21.874,-8.132,-28.904,4.831,3.685,0.482,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4948,4952,4,DZ_HAMPEL,23.311,-5.380,-20.444,6.411,1.769,0.341,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4953,4956,3,DZ_HAMPEL,19.474,10.519,34.142,5.288,1.192,0.569,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4963,4967,4,DZ_HAMPEL,22.030,7.169,25.460,6.054,0.895,0.424,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4976,4979,3,DZ_HAMPEL,18.409,11.033,31.870,5.098,1.299,0.531,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4990,4994,4,DZ_HAMPEL,14.537,-6.678,-16.135,0.903,3.995,0.269,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,4996,4999,3,DZ_HAMPEL,13.252,-12.301,-27.168,0.878,3.575,0.453,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
17,17_pattern_aligned_resampled.gpx,5036,5039,3,DZ_HAMPEL,8.584,15.654,22.395,2.323,0.540,0.373,data\reports\plots\17_pattern_aligned_resampled.png,data\reports\gpx\17_pattern_aligned_resampled_anomalies.gpx
