pasada,pattern_file,idx_ini,idx_fin,dur_points,reasons,vh_kmh_max,grade_percent_extreme,vz_m_per_min_extreme,max_dx_m_s,max_dy_m_s,max_dz_m_s,plot_path,gpx_path
15,15_pattern_aligned_resampled.gpx,828,832,4,DZ_HAMPEL|GRADE_UP,2.613,38.858,16.922,0.724,0.052,0.282,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,850,863,13,GRADE_UP,2.788,38.030,17.671,0.585,0.508,0.295,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,901,915,14,GRADE_UP,2.214,39.533,14.586,0.479,0.386,0.243,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,940,943,3,GRADE_UP,3.512,41.425,24.246,0.901,0.374,0.404,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,973,980,7,DZ_HAMPEL|GRADE_UP,2.891,42.752,20.598,0.755,0.433,0.343,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,997,999,2,DZ_HAMPEL|GRADE_UP,3.097,35.824,18.491,0.656,0.557,0.308,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1059,1079,20,GRADE_UP,2.221,37.224,13.778,0.567,0.244,0.230,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1258,1262,4,DZ_HAMPEL,3.648,17.995,10.942,0.998,0.177,0.182,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1342,1348,6,DZ_HAMPEL,3.552,16.600,9.828,0.900,0.405,0.164,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1478,1486,8,GRADE_UP,2.400,44.085,17.637,0.596,0.300,0.294,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1541,1544,3,GRADE_UP,3.033,45.599,23.051,0.830,0.262,0.384,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1591,1593,2,DZ_HAMPEL|GRADE_UP,3.004,38.968,19.472,0.376,0.767,0.325,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1607,1610,3,DZ_HAMPEL|GRADE_UP,2.602,36.519,15.835,0.058,0.720,0.264,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1629,1637,8,GRADE_UP,3.081,48.112,24.704,0.384,0.839,0.412,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1664,1666,2,DZ_HAMPEL,6.213,21.097,21.848,1.607,0.630,0.364,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1680,1686,6,GRADE_UP,2.461,43.368,17.785,0.641,0.238,0.296,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1857,1860,3,DZ_HAMPEL,4.426,-4.935,-3.641,0.787,0.945,0.061,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,1989,2002,13,GRADE_UP,2.108,35.672,12.529,0.526,0.257,0.209,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,2102,2106,4,DZ_HAMPEL,2.674,18.561,7.980,0.654,0.389,0.133,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,2186,2190,4,DZ_HAMPEL,4.083,-12.851,-8.745,1.087,0.495,0.146,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,2193,2196,3,DZ_HAMPEL,5.231,-20.790,-18.125,1.372,0.772,0.302,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,2665,2667,2,DZ_HAMPEL|JERK|VH|VT,147.080,5.120,125.504,33.797,22.955,2.092,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3304,3306,2,DZ_HAMPEL,1.185,0.000,0.000,0.284,0.167,0.000,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3492,3503,11,GRADE_UP,3.123,36.975,19.246,0.813,0.302,0.321,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3639,3803,164,DZ_HAMPEL|GRADE_UP,7.058,50.244,59.103,1.835,0.691,0.985,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3811,3815,4,GRADE_UP,3.279,57.466,31.402,0.909,0.064,0.523,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3867,3877,10,GRADE_UP,3.409,40.643,23.092,0.888,0.329,0.385,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3908,3918,10,GRADE_UP,2.846,45.295,21.487,0.718,0.371,0.358,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3927,3945,18,GRADE_UP,2.069,43.200,12.317,0.406,0.407,0.205,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3969,3971,2,DZ_HAMPEL,3.478,0.000,0.000,0.779,0.572,0.000,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,3993,4041,48,GRADE_UP,2.281,49.401,18.778,0.438,0.617,0.313,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4058,4219,161,DZ_HAMPEL|GRADE_UP,19.425,74.804,205.982,2.169,4.941,3.433,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4374,4389,15,GRADE_UP,1.336,52.134,11.613,0.267,0.258,0.194,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4399,4591,192,DZ_HAMPEL|GRADE_UP,15.556,129.604,-102.269,4.269,2.613,1.704,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4611,4648,37,GRADE_UP,1.586,68.858,18.207,0.254,0.424,0.303,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4654,4823,169,DZ_HAMPEL|GRADE_UP|JERK,32.736,116.578,297.229,3.741,8.288,4.954,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,4867,5014,147,DZ_HAMPEL|GRADE_UP,14.623,85.566,208.543,2.639,3.434,3.476,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5062,5079,17,GRADE_UP,1.193,35.264,7.010,0.005,0.331,0.117,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5093,5105,12,GRADE_UP,0.971,61.054,9.879,0.239,0.125,0.165,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5136,5162,26,GRADE_UP,1.325,46.579,8.777,0.368,0.011,0.146,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5184,5201,17,GRADE_UP,2.125,57.709,19.500,0.588,0.115,0.325,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5211,5300,89,DZ_HAMPEL|GRADE_UP,12.144,80.944,136.417,3.268,0.838,2.274,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5309,5348,39,GRADE_UP,1.991,55.936,13.640,0.553,0.074,0.227,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5358,5374,16,GRADE_UP,1.414,61.814,12.394,0.387,0.151,0.207,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5380,5412,32,GRADE_UP,0.411,41.105,2.812,0.114,0.003,0.047,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5453,5504,51,GRADE_UP,1.675,75.399,16.729,0.464,0.168,0.279,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5513,5696,183,GRADE_UP,10.101,113.090,76.392,2.648,0.928,1.273,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5712,5737,25,GRADE_UP,1.149,39.658,6.879,0.318,0.074,0.115,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5841,5845,4,DZ_HAMPEL,5.946,-10.165,-10.074,0.635,1.525,0.168,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,5942,5946,4,DZ_HAMPEL,4.364,19.483,14.172,1.106,0.496,0.236,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6081,6085,4,DZ_HAMPEL,4.567,-27.453,-20.869,0.931,1.078,0.348,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6261,6265,4,DZ_HAMPEL,5.819,-21.328,-20.686,0.686,1.464,0.345,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6340,6346,6,DZ_HAMPEL,4.362,-15.250,-11.085,0.704,0.986,0.185,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6576,6578,2,DZ_HAMPEL,4.946,-4.195,-3.458,1.261,0.545,0.058,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6640,6699,59,GRADE_UP,1.642,72.759,19.769,0.420,0.426,0.329,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6734,6744,10,GRADE_UP,2.193,48.377,17.685,0.572,0.359,0.295,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6763,6827,64,DZ_HAMPEL|GRADE_UP,4.250,63.440,19.698,0.621,1.147,0.328,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6847,6853,6,DZ_HAMPEL,5.287,-13.177,-11.611,0.606,1.356,0.194,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,6896,6898,2,DZ_HAMPEL,4.047,16.911,11.288,0.128,1.117,0.188,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,7091,7093,2,DZ_HAMPEL,3.096,12.549,6.476,0.064,0.860,0.108,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,7324,7327,3,DZ_HAMPEL,3.096,-42.320,-21.840,0.836,0.202,0.364,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,7563,7568,5,DZ_HAMPEL,3.096,-22.074,-11.392,0.857,0.094,0.190,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,7620,7623,3,DZ_HAMPEL,3.096,-9.693,-5.002,0.743,0.433,0.083,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,8157,8162,5,DZ_HAMPEL,3.096,4.617,2.383,0.853,0.110,0.040,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,8533,8535,2,DZ_HAMPEL,3.096,-32.639,-16.844,0.592,0.655,0.281,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,8647,8649,2,DZ_HAMPEL,3.095,-5.265,-2.644,0.143,0.860,0.044,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,8809,8813,4,DZ_HAMPEL,3.096,-5.645,-2.913,0.072,0.858,0.049,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,8926,8930,4,DZ_HAMPEL,3.096,-32.805,-16.929,0.167,0.854,0.282,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9131,9139,8,GRADE_UP,3.096,37.124,19.158,0.096,0.855,0.319,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9281,9286,5,DZ_HAMPEL,3.096,7.876,4.064,0.646,0.778,0.068,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9329,9343,14,GRADE_UP,3.096,59.933,30.929,0.253,0.822,0.515,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9389,9407,18,GRADE_UP,3.096,122.932,63.441,0.843,0.302,1.057,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9498,9513,15,GRADE_DOWN,3.096,-63.751,-32.900,0.824,0.247,0.548,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9602,9604,2,DZ_HAMPEL,3.096,-10.036,-5.179,0.770,0.516,0.086,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9623,9626,3,DZ_HAMPEL,3.096,-3.025,-1.561,0.190,0.839,0.026,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9830,9833,3,DZ_HAMPEL,3.096,12.953,6.684,0.858,0.062,0.111,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9838,9844,6,GRADE_UP,3.096,64.304,33.185,0.857,0.072,0.553,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9845,9857,12,GRADE_DOWN,3.096,-64.968,-33.528,0.858,0.057,0.559,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9858,9882,24,GRADE_UP,3.096,52.115,26.895,0.860,0.014,0.448,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9891,9898,7,GRADE_UP,3.096,72.703,37.519,0.507,0.710,0.625,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9922,9942,20,GRADE_DOWN,3.096,-109.445,-55.174,0.860,0.682,0.920,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9990,9994,4,GRADE_DOWN,3.096,-68.549,-35.376,0.785,0.351,0.590,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,9995,10002,7,GRADE_UP,3.096,133.475,68.882,0.723,0.562,1.148,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10003,10027,24,DZ_HAMPEL|GRADE_DOWN|GRADE_UP,3.096,-146.822,-75.770,0.774,0.562,1.263,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10028,10046,18,GRADE_UP,3.096,133.526,68.908,0.529,0.678,1.148,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10064,10071,7,GRADE_DOWN,3.096,-174.859,-90.239,0.555,0.657,1.504,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10090,10103,13,GRADE_UP,3.096,46.721,24.111,0.859,0.049,0.402,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10140,10150,10,GRADE_UP,3.096,138.288,71.366,0.858,0.065,1.189,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10175,10183,8,GRADE_UP,3.096,78.880,40.707,0.298,0.823,0.678,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10190,10203,13,GRADE_UP,3.096,109.214,56.361,0.833,0.432,0.939,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10213,10227,14,GRADE_UP,3.096,109.658,56.591,0.856,0.086,0.943,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10292,10340,48,GRADE_DOWN|GRADE_UP,3.096,108.319,55.900,0.848,0.324,0.932,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10431,10450,19,GRADE_UP,3.096,43.043,22.213,0.854,0.104,0.370,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10500,10509,9,GRADE_UP,3.096,66.306,34.219,0.855,0.096,0.570,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10519,10528,9,GRADE_UP,3.096,54.151,27.946,0.852,0.120,0.466,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10582,10595,13,GRADE_UP,3.096,39.376,20.321,0.519,0.686,0.339,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10609,10632,23,GRADE_UP,3.096,108.626,56.058,0.807,0.408,0.934,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10633,10648,15,GRADE_DOWN,3.096,-85.924,-44.343,0.845,0.162,0.739,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10851,10856,5,GRADE_DOWN,3.096,-62.099,-32.047,0.837,0.198,0.534,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,10967,10969,2,DZ_HAMPEL|GRADE_UP,2.886,75.018,36.080,0.462,0.655,0.601,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,11061,11063,2,DZ_HAMPEL,3.096,-16.744,-8.571,0.839,0.222,0.143,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,11080,11083,3,DZ_HAMPEL,3.096,-29.393,-15.169,0.774,0.386,0.253,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,11184,11186,2,DZ_HAMPEL,3.096,-21.420,-11.054,0.261,0.821,0.184,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,11617,11623,6,DZ_HAMPEL,3.096,0.529,0.272,0.280,0.820,0.005,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,11755,11757,2,DZ_HAMPEL,3.085,25.211,12.784,0.124,0.855,0.213,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12032,12039,7,DZ_HAMPEL,3.096,16.600,8.561,0.083,0.856,0.143,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12068,12071,3,DZ_HAMPEL,3.096,33.414,17.244,0.222,0.852,0.287,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12146,12151,5,DZ_HAMPEL,3.096,-0.929,-0.479,0.112,0.853,0.008,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12171,12173,2,DZ_HAMPEL,3.088,-8.154,-4.165,0.687,0.582,0.069,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12258,12260,2,DZ_HAMPEL,3.096,-28.476,-14.696,0.640,0.575,0.245,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12426,12433,7,DZ_HAMPEL,3.096,-16.184,-8.352,0.825,0.275,0.139,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12721,12724,3,DZ_HAMPEL,3.096,21.785,11.242,0.776,0.370,0.187,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,12893,12898,5,DZ_HAMPEL,3.096,0.000,0.000,0.860,0.000,0.000,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,13052,13057,5,DZ_HAMPEL,3.096,-9.514,-4.789,0.832,0.361,0.080,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,13233,13238,5,DZ_HAMPEL,3.096,-31.471,-16.241,0.530,0.758,0.271,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
15,15_pattern_aligned_resampled.gpx,13369,13392,23,GRADE_DOWN|GRADE_UP,3.096,-89.090,-45.977,0.418,0.763,0.766,data\reports\plots\15_pattern_aligned_resampled.png,data\reports\gpx\15_pattern_aligned_resampled_anomalies.gpx
