fold,test_family,train_families,nn_mae_distance,nn_mae_elevation_pos,nn_mae_elevation_neg,nn_mae_overall,baseline_mae_distance,baseline_mae_elevation_pos,baseline_mae_elevation_neg,baseline_mae_overall%n1,1,"10-11-2-3-3a-3b-3c-3d-4-5-6-7-8-9-9a-9b-9c-9d",12744.074219,569.287048,568.882996,4627.414551,12796.564453,3818.387939,3962.882813,6859.278809
2,10,"1-11-2-3-3a-3b-3c-3d-4-5-6-7-8-9-9a-9b-9c-9d",19454.902344,516.829712,516.199951,6829.310547,16185.959961,3358.256592,3559.000732,7701.072266
