dh,dz,slope
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.999050,-0.043590,-0.043631
0.996066,-0.059898,-0.060134
0.981274,-0.192618,-0.196293
0.981274,-0.192618,-0.196293
0.981274,-0.192618,-0.196293
0.981274,-0.192618,-0.196293
0.981274,-0.192618,-0.196293
0.997238,-0.015834,-0.015877
