pasada,pattern_file,point_index,slope_percent,lat,lon,ele,window_length_m
4,4_pattern,574,35.00,43.350396,-4.855504,852.8,5.5
4,4_pattern,586,44.13,43.350883,-4.855945,869.0,6.1
4,4_pattern,595,38.12,43.351217,-4.855834,876.7,8.2
4,4_pattern,597,48.39,43.351291,-4.855835,879.8,8.2
4,4_pattern,599,65.92,43.351381,-4.855834,884.8,5.0
4,4_pattern,614,40.15,43.351965,-4.855099,905.6,5.7
4,4_pattern,616,43.84,43.352059,-4.855082,909.9,6.2
4,4_pattern,624,52.18,43.352385,-4.855487,925.6,10.0
4,4_pattern,625,35.73,43.352405,-4.855435,927.3,4.8
4,4_pattern,692,36.63,43.353505,-4.848296,966.0,9.8
4,4_pattern,702,-50.98,43.353343,-4.847922,962.7,8.8
4,4_pattern,707,59.35,43.353283,-4.847857,963.5,8.9
4,4_pattern,708,-38.02,43.353282,-4.847818,962.3,3.2
4,4_pattern,741,-58.29,43.352752,-4.846389,968.5,7.0
4,4_pattern,743,-37.61,43.352709,-4.846309,966.0,8.3
4,4_pattern,771,67.04,43.351619,-4.845148,982.9,5.1
4,4_pattern,791,-55.55,43.352587,-4.844005,997.8,7.9
4,4_pattern,792,-52.04,43.352626,-4.843899,992.8,9.6
4,4_pattern,795,-45.97,43.352803,-4.843687,979.1,8.5
4,4_pattern,796,-60.71,43.35288,-4.843684,973.9,8.6
4,4_pattern,797,-59.82,43.352934,-4.843639,969.7,7.0
4,4_pattern,799,-49.73,43.353044,-4.843431,959.2,9.7
4,4_pattern,804,-44.96,43.353102,-4.843082,949.1,6.9
4,4_pattern,815,-46.08,43.353097,-4.841957,948.4,7.2
4,4_pattern,826,48.72,43.352878,-4.84086,938.8,4.9
4,4_pattern,829,38.97,43.352917,-4.840686,940.4,3.1
4,4_pattern,843,-41.88,43.352847,-4.839675,933.3,8.6
4,4_pattern,861,43.89,43.353899,-4.838473,953.7,5.5
4,4_pattern,881,-44.09,43.354344,-4.836473,952.0,7.3
4,4_pattern,900,37.96,43.354561,-4.834867,956.6,6.6
4,4_pattern,1047,-38.21,43.34967,-4.816182,947.1,8.4
4,4_pattern,1085,35.32,43.350757,-4.813811,968.8,7.9
4,4_pattern,1097,39.05,43.3512,-4.813182,989.0,9.2
4,4_pattern,1102,40.75,43.351203,-4.812937,994.2,4.5
4,4_pattern,1103,52.98,43.351203,-4.812923,994.8,1.1
4,4_pattern,1128,-36.29,43.352064,-4.810663,991.6,8.8
4,4_pattern,1154,-49.19,43.352669,-4.80771,973.3,4.7
4,4_pattern,1177,-62.68,43.35295,-4.805061,991.4,9.5
4,4_pattern,1182,41.15,43.352824,-4.804806,995.7,6.8
4,4_pattern,1183,40.15,43.35279,-4.804741,998.3,6.5
4,4_pattern,1192,41.52,43.352618,-4.804091,1015.2,5.1
4,4_pattern,1194,46.66,43.352597,-4.804009,1017.7,7.1
4,4_pattern,1196,48.92,43.352594,-4.803877,1021.0,3.1
4,4_pattern,1199,38.76,43.352593,-4.803651,1027.2,9.5
4,4_pattern,1213,-44.32,43.352316,-4.802726,1035.7,6.5
4,4_pattern,1226,-55.84,43.352212,-4.801595,1028.8,7.3
4,4_pattern,1227,-80.05,43.352177,-4.801514,1022.7,7.6
4,4_pattern,1228,-41.08,43.35218,-4.801463,1021.0,4.1
4,4_pattern,1244,38.74,43.351962,-4.800312,1020.5,6.7
4,4_pattern,1246,41.53,43.351909,-4.80017,1024.4,5.5
4,4_pattern,1252,37.94,43.351952,-4.799619,1039.0,8.2
4,4_pattern,1292,35.99,43.351552,-4.796244,1070.0,8.1
4,4_pattern,1309,-36.70,43.351732,-4.794718,1069.8,6.0
4,4_pattern,1314,-39.68,43.351866,-4.794127,1064.1,8.8
4,4_pattern,1355,48.30,43.351109,-4.790619,1081.5,8.7
4,4_pattern,1399,-43.71,43.350242,-4.78705,1072.9,3.9
4,4_pattern,1402,-37.71,43.350092,-4.78692,1066.1,9.3
4,4_pattern,1403,-35.48,43.350052,-4.786823,1062.9,9.0
4,4_pattern,1420,-36.90,43.3493,-4.78555,1058.2,4.9
4,4_pattern,1464,-40.07,43.350746,-4.78372,1059.5,8.7
4,4_pattern,1480,-41.21,43.350922,-4.782042,1066.1,7.0
4,4_pattern,1512,-46.88,43.350845,-4.779399,1094.2,6.8
4,4_pattern,1513,-40.47,43.350829,-4.779342,1092.2,4.9
4,4_pattern,1515,-46.29,43.350812,-4.779232,1089.5,9.3
4,4_pattern,1517,40.64,43.350797,-4.779122,1091.3,9.2
4,4_pattern,1636,35.94,43.34873,-4.775762,1134.0,8.0
4,4_pattern,1746,39.10,43.34181,-4.784344,1066.8,5.1
4,4_pattern,1749,-68.94,43.341676,-4.78431,1063.7,9.5
4,4_pattern,1754,-42.00,43.341492,-4.784824,1047.0,7.4
4,4_pattern,1757,-39.01,43.341647,-4.785222,1037.8,6.7
4,4_pattern,1762,-35.17,43.341692,-4.785877,1021.4,7.4
4,4_pattern,1766,-49.75,43.341729,-4.786312,1011.7,5.2
4,4_pattern,1771,-39.14,43.341564,-4.786887,994.7,5.9
4,4_pattern,1774,-60.93,43.341485,-4.787327,988.6,4.1
4,4_pattern,1775,-37.85,43.341448,-4.787286,986.6,5.3
4,4_pattern,1778,-85.77,43.341401,-4.787117,982.0,9.5
4,4_pattern,1788,-55.37,43.340889,-4.786841,945.4,6.5
4,4_pattern,1790,-54.61,43.340832,-4.78711,940.3,9.5
4,4_pattern,1791,-37.62,43.340785,-4.787007,936.6,9.8
4,4_pattern,1799,-56.11,43.34035,-4.786589,908.1,3.2
4,4_pattern,1802,-50.12,43.340046,-4.78629,891.9,1.8
4,4_pattern,1804,-52.24,43.340007,-4.786424,887.9,2.7
4,4_pattern,1806,-52.88,43.339898,-4.786195,883.9,2.5
4,4_pattern,1809,-63.45,43.339878,-4.786335,879.6,9.1
4,4_pattern,1811,-46.68,43.339834,-4.786573,873.4,5.8
4,4_pattern,1815,-55.35,43.3397,-4.786434,866.7,6.3
4,4_pattern,1816,-42.82,43.339673,-4.786418,865.3,3.3
4,4_pattern,1817,-80.27,43.339645,-4.786417,862.8,3.1
4,4_pattern,1818,-78.19,43.339614,-4.786405,860.0,3.6
4,4_pattern,1823,-42.78,43.339558,-4.786781,850.3,5.6
4,4_pattern,1824,-46.20,43.339512,-4.786752,847.7,5.6
4,4_pattern,1826,-48.75,43.339466,-4.786927,842.3,7.4
4,4_pattern,1828,-47.93,43.339428,-4.787043,838.6,3.8
4,4_pattern,1834,-39.58,43.339441,-4.787675,826.5,3.5
4,4_pattern,1836,-49.40,43.339341,-4.787614,821.9,6.7
4,4_pattern,1859,-39.60,43.339069,-4.789721,767.0,8.1
4,4_pattern,1860,-35.96,43.339063,-4.78981,764.4,7.2
4,4_pattern,1874,35.98,43.338964,-4.791215,755.0,9.4
4,4_pattern,1880,-50.56,43.338933,-4.791636,748.7,8.5
4,4_pattern,1881,-43.56,43.338903,-4.791655,747.1,3.7
4,4_pattern,1882,-40.86,43.338873,-4.791722,744.5,6.4
4,4_pattern,1886,-48.94,43.338735,-4.791986,735.0,5.9
4,4_pattern,1887,-41.06,43.338681,-4.792077,731.1,9.5
4,4_pattern,1888,-85.56,43.338657,-4.792081,728.8,2.7
4,4_pattern,1890,-38.18,43.338607,-4.792197,725.1,6.3
4,4_pattern,1892,-46.20,43.338538,-4.792311,721.4,5.6
4,4_pattern,1903,-40.83,43.338217,-4.793386,704.5,9.3
4,4_pattern,1904,-49.02,43.338142,-4.793394,700.4,8.4
4,4_pattern,1908,-38.99,43.337966,-4.79359,694.3,4.9
4,4_pattern,1915,-57.57,43.337787,-4.794146,688.0,8.3
4,4_pattern,1916,-37.56,43.337772,-4.794256,684.6,9.1
4,4_pattern,1923,-36.61,43.337669,-4.795136,673.8,3.3
4,4_pattern,1933,-39.76,43.337449,-4.796207,656.3,8.0
4,4_pattern,1944,-37.47,43.336992,-4.79712,636.1,6.9
4,4_pattern,1947,-37.04,43.336999,-4.797371,629.4,7.8
4,4_pattern,1948,-52.99,43.336972,-4.797416,626.9,4.7
4,4_pattern,1951,-36.98,43.336877,-4.797706,618.9,6.8
4,4_pattern,1952,-45.30,43.336824,-4.797717,616.2,6.0
4,4_pattern,1954,-41.73,43.336744,-4.797699,612.5,9.9
4,4_pattern,1955,-48.89,43.336699,-4.797712,610.0,5.1
4,4_pattern,1957,-46.03,43.33655,-4.797661,602.7,4.1
4,4_pattern,1958,-54.13,43.336485,-4.797689,598.6,7.6
4,4_pattern,1959,-42.12,43.336412,-4.797711,595.1,8.3
4,4_pattern,1960,-49.05,43.336367,-4.797723,592.6,5.1
4,4_pattern,1961,-39.40,43.336316,-4.797665,589.7,7.4
4,4_pattern,1965,-49.51,43.336107,-4.797709,580.1,4.4
4,4_pattern,1966,-46.42,43.336066,-4.797685,577.8,5.0
4,4_pattern,1967,-48.72,43.336009,-4.797692,574.7,6.4
4,4_pattern,1968,-41.11,43.33598,-4.79766,573.0,4.1
4,4_pattern,1970,-47.45,43.335908,-4.797609,569.0,9.4
4,4_pattern,1972,-50.11,43.335805,-4.797575,564.2,6.6
4,4_pattern,1973,-46.05,43.335753,-4.797563,561.5,5.9
4,4_pattern,1975,-38.59,43.335678,-4.79751,558.1,9.6
4,4_pattern,1976,-46.85,43.335639,-4.797496,556.0,4.5
4,4_pattern,1978,-41.31,43.335557,-4.797465,552.4,6.1
4,4_pattern,1981,-35.13,43.335469,-4.797496,548.9,7.2
4,4_pattern,1983,-50.31,43.335389,-4.797471,545.0,9.1
4,4_pattern,1985,-46.31,43.335313,-4.797423,541.8,9.5
4,4_pattern,1988,-47.32,43.335171,-4.797411,535.7,4.9
4,4_pattern,1989,-44.53,43.335134,-4.797397,533.8,4.3
4,4_pattern,1990,-43.74,43.335087,-4.797362,531.2,5.9
4,4_pattern,1991,-43.09,43.335047,-4.797331,529.0,5.1
4,4_pattern,1997,-35.75,43.334797,-4.796964,513.7,9.2
4,4_pattern,1999,-36.64,43.334648,-4.79685,507.0,9.6
4,4_pattern,2002,-36.76,43.334453,-4.796716,499.2,7.1
4,4_pattern,2007,-37.06,43.334273,-4.796668,493.4,6.7
4a,4a_pattern,55,36.60,43.332229,-4.875356,408.0,6.5
4a,4a_pattern,88,42.24,43.335054,-4.873134,482.7,5.7
4a,4a_pattern,157,39.94,43.339647,-4.879391,618.6,8.5
4a,4a_pattern,172,74.44,43.340936,-4.879861,627.1,9.1
4a,4a_pattern,205,37.54,43.342697,-4.879658,651.7,5.1
4a,4a_pattern,212,36.68,43.342407,-4.879062,664.3,5.5
4a,4a_pattern,216,43.35,43.342309,-4.878831,671.9,5.3
4a,4a_pattern,217,38.27,43.342276,-4.878785,673.9,5.2
4a,4a_pattern,218,44.42,43.342245,-4.878745,676.0,4.7
4a,4a_pattern,219,36.73,43.342237,-4.878682,677.9,5.2
4a,4a_pattern,220,37.10,43.342223,-4.878659,678.8,2.4
4a,4a_pattern,223,41.67,43.342128,-4.878504,684.9,7.0
4a,4a_pattern,224,37.69,43.34208,-4.878431,687.9,8.0
4a,4a_pattern,226,43.70,43.342009,-4.878316,693.1,7.1
4a,4a_pattern,321,68.36,43.342373,-4.870643,674.8,7.9
4a,4a_pattern,323,55.11,43.34233,-4.870585,678.1,7.5
4a,4a_pattern,359,46.12,43.342659,-4.868677,702.9,7.1
4a,4a_pattern,368,44.35,43.342771,-4.86842,708.3,9.8
4a,4a_pattern,378,-35.50,43.342844,-4.868147,708.2,8.8
4a,4a_pattern,380,39.45,43.34283,-4.868093,709.8,4.6
4a,4a_pattern,383,47.55,43.342794,-4.868,711.5,9.2
4a,4a_pattern,429,-47.53,43.343645,-4.864846,711.6,7.8
4a,4a_pattern,430,-66.78,43.343629,-4.864795,708.6,4.5
4a,4a_pattern,529,37.09,43.349559,-4.857289,779.9,9.4
4a,4a_pattern,532,48.19,43.349662,-4.857132,786.7,6.4
4a,4a_pattern,535,38.66,43.349684,-4.856987,790.8,9.5
4a,4a_pattern,537,45.63,43.349664,-4.856915,792.2,6.3
4a,4a_pattern,539,36.68,43.349672,-4.856833,794.4,6.7
4a,4a_pattern,540,41.99,43.349687,-4.856781,796.3,4.5
4a,4a_pattern,541,36.91,43.349697,-4.856758,797.1,2.2
4a,4a_pattern,542,40.15,43.349751,-4.856698,800.2,7.7
4a,4a_pattern,544,46.76,43.349811,-4.856696,802.6,6.7
4a,4a_pattern,545,36.52,43.349839,-4.856709,803.8,3.3
4a,4a_pattern,547,56.86,43.349907,-4.856643,808.3,9.5
4a,4a_pattern,548,40.66,43.34996,-4.856639,810.7,5.9
4a,4a_pattern,550,44.95,43.350055,-4.856627,814.9,5.3
4a,4a_pattern,552,39.87,43.350144,-4.856737,819.0,6.5
4a,4a_pattern,556,35.80,43.350291,-4.856987,824.3,3.9
4a,4a_pattern,557,42.39,43.350304,-4.856972,825.1,1.9
4a,4a_pattern,574,35.00,43.350396,-4.855504,852.8,5.5
4a,4a_pattern,586,44.13,43.350883,-4.855945,869.0,6.1
4a,4a_pattern,595,38.12,43.351217,-4.855834,876.7,8.2
4a,4a_pattern,597,48.39,43.351291,-4.855835,879.8,8.2
4a,4a_pattern,599,65.92,43.351381,-4.855834,884.8,5.0
4a,4a_pattern,614,40.15,43.351965,-4.855099,905.6,5.7
4a,4a_pattern,616,43.84,43.352059,-4.855082,909.9,6.2
4a,4a_pattern,624,52.18,43.352385,-4.855487,925.6,10.0
4a,4a_pattern,625,35.73,43.352405,-4.855435,927.3,4.8
4a,4a_pattern,692,36.63,43.353505,-4.848296,966.0,9.8
4a,4a_pattern,702,-50.98,43.353343,-4.847922,962.7,8.8
4a,4a_pattern,707,59.35,43.353283,-4.847857,963.5,8.9
4a,4a_pattern,708,-38.02,43.353282,-4.847818,962.3,3.2
4a,4a_pattern,741,-58.29,43.352752,-4.846389,968.5,7.0
4a,4a_pattern,743,-37.61,43.352709,-4.846309,966.0,8.3
4a,4a_pattern,771,67.04,43.351619,-4.845148,982.9,5.1
4a,4a_pattern,791,-55.55,43.352587,-4.844005,997.8,7.9
4a,4a_pattern,792,-52.04,43.352626,-4.843899,992.8,9.6
4a,4a_pattern,795,-45.97,43.352803,-4.843687,979.1,8.5
4a,4a_pattern,796,-60.71,43.35288,-4.843684,973.9,8.6
4a,4a_pattern,797,-59.82,43.352934,-4.843639,969.7,7.0
4a,4a_pattern,799,-49.73,43.353044,-4.843431,959.2,9.7
4a,4a_pattern,804,-44.96,43.353102,-4.843082,949.1,6.9
4a,4a_pattern,815,-46.08,43.353097,-4.841957,948.4,7.2
4a,4a_pattern,826,48.72,43.352878,-4.84086,938.8,4.9
4a,4a_pattern,829,38.97,43.352917,-4.840686,940.4,3.1
4a,4a_pattern,843,-41.88,43.352847,-4.839675,933.3,8.6
4a,4a_pattern,861,43.89,43.353899,-4.838473,953.7,5.5
4a,4a_pattern,881,-44.09,43.354344,-4.836473,952.0,7.3
4a,4a_pattern,900,37.96,43.354561,-4.834867,956.6,6.6
4b,4b_pattern,55,36.60,43.332229,-4.875356,408.0,6.5
4b,4b_pattern,88,42.24,43.335054,-4.873134,482.7,5.7
4b,4b_pattern,157,39.94,43.339647,-4.879391,618.6,8.5
4b,4b_pattern,172,74.44,43.340936,-4.879861,627.1,9.1
4b,4b_pattern,205,37.54,43.342697,-4.879658,651.7,5.1
4b,4b_pattern,212,36.68,43.342407,-4.879062,664.3,5.5
4b,4b_pattern,216,43.35,43.342309,-4.878831,671.9,5.3
4b,4b_pattern,217,38.27,43.342276,-4.878785,673.9,5.2
4b,4b_pattern,218,44.42,43.342245,-4.878745,676.0,4.7
4b,4b_pattern,219,36.73,43.342237,-4.878682,677.9,5.2
4b,4b_pattern,220,37.10,43.342223,-4.878659,678.8,2.4
4b,4b_pattern,223,41.67,43.342128,-4.878504,684.9,7.0
4b,4b_pattern,224,37.69,43.34208,-4.878431,687.9,8.0
4b,4b_pattern,226,43.70,43.342009,-4.878316,693.1,7.1
4b,4b_pattern,321,68.36,43.342373,-4.870643,674.8,7.9
4b,4b_pattern,323,55.11,43.34233,-4.870585,678.1,7.5
4b,4b_pattern,359,46.12,43.342659,-4.868677,702.9,7.1
4b,4b_pattern,368,44.35,43.342771,-4.86842,708.3,9.8
4b,4b_pattern,378,-35.50,43.342844,-4.868147,708.2,8.8
4b,4b_pattern,380,39.45,43.34283,-4.868093,709.8,4.6
4b,4b_pattern,383,47.55,43.342794,-4.868,711.5,9.2
4b,4b_pattern,429,-47.53,43.343645,-4.864846,711.6,7.8
4b,4b_pattern,430,-66.78,43.343629,-4.864795,708.6,4.5
4b,4b_pattern,529,37.09,43.349559,-4.857289,779.9,9.4
4b,4b_pattern,532,48.19,43.349662,-4.857132,786.7,6.4
4b,4b_pattern,535,38.66,43.349684,-4.856987,790.8,9.5
4b,4b_pattern,537,45.63,43.349664,-4.856915,792.2,6.3
4b,4b_pattern,539,36.68,43.349672,-4.856833,794.4,6.7
4b,4b_pattern,540,41.99,43.349687,-4.856781,796.3,4.5
4b,4b_pattern,541,36.91,43.349697,-4.856758,797.1,2.2
4b,4b_pattern,542,40.15,43.349751,-4.856698,800.2,7.7
4b,4b_pattern,544,46.76,43.349811,-4.856696,802.6,6.7
4b,4b_pattern,545,36.52,43.349839,-4.856709,803.8,3.3
4b,4b_pattern,547,56.86,43.349907,-4.856643,808.3,9.5
4b,4b_pattern,548,40.66,43.34996,-4.856639,810.7,5.9
4b,4b_pattern,550,44.95,43.350055,-4.856627,814.9,5.3
4b,4b_pattern,552,39.87,43.350144,-4.856737,819.0,6.5
4b,4b_pattern,556,35.80,43.350291,-4.856987,824.3,3.9
4b,4b_pattern,557,42.39,43.350304,-4.856972,825.1,1.9
4b,4b_pattern,574,35.00,43.350396,-4.855504,852.8,5.5
4b,4b_pattern,586,44.13,43.350883,-4.855945,869.0,6.1
4b,4b_pattern,595,38.12,43.351217,-4.855834,876.7,8.2
4b,4b_pattern,597,48.39,43.351291,-4.855835,879.8,8.2
4b,4b_pattern,599,65.92,43.351381,-4.855834,884.8,5.0
4b,4b_pattern,614,40.15,43.351965,-4.855099,905.6,5.7
4b,4b_pattern,616,43.84,43.352059,-4.855082,909.9,6.2
4b,4b_pattern,624,52.18,43.352385,-4.855487,925.6,10.0
4b,4b_pattern,625,35.73,43.352405,-4.855435,927.3,4.8
4b,4b_pattern,692,36.63,43.353505,-4.848296,966.0,9.8
4b,4b_pattern,702,-50.98,43.353343,-4.847922,962.7,8.8
4b,4b_pattern,707,59.35,43.353283,-4.847857,963.5,8.9
4b,4b_pattern,708,-38.02,43.353282,-4.847818,962.3,3.2
4b,4b_pattern,741,-58.29,43.352752,-4.846389,968.5,7.0
4b,4b_pattern,743,-37.61,43.352709,-4.846309,966.0,8.3
4b,4b_pattern,771,67.04,43.351619,-4.845148,982.9,5.1
4b,4b_pattern,791,-55.55,43.352587,-4.844005,997.8,7.9
4b,4b_pattern,792,-52.04,43.352626,-4.843899,992.8,9.6
4b,4b_pattern,795,-45.97,43.352803,-4.843687,979.1,8.5
4b,4b_pattern,796,-60.71,43.35288,-4.843684,973.9,8.6
4b,4b_pattern,797,-59.82,43.352934,-4.843639,969.7,7.0
4b,4b_pattern,799,-49.73,43.353044,-4.843431,959.2,9.7
4b,4b_pattern,804,-44.96,43.353102,-4.843082,949.1,6.9
4b,4b_pattern,815,-46.08,43.353097,-4.841957,948.4,7.2
4b,4b_pattern,826,48.72,43.352878,-4.84086,938.8,4.9
4b,4b_pattern,829,38.97,43.352917,-4.840686,940.4,3.1
4b,4b_pattern,843,-41.88,43.352847,-4.839675,933.3,8.6
4b,4b_pattern,861,43.89,43.353899,-4.838473,953.7,5.5
4b,4b_pattern,881,-44.09,43.354344,-4.836473,952.0,7.3
4b,4b_pattern,900,37.96,43.354561,-4.834867,956.6,6.6
4b,4b_pattern,1047,-38.21,43.34967,-4.816182,947.1,8.4
4b,4b_pattern,1085,35.32,43.350757,-4.813811,968.8,7.9
4b,4b_pattern,1097,39.05,43.3512,-4.813182,989.0,9.2
4b,4b_pattern,1102,40.75,43.351203,-4.812937,994.2,4.5
4b,4b_pattern,1103,52.98,43.351203,-4.812923,994.8,1.1
4b,4b_pattern,1128,-36.29,43.352064,-4.810663,991.6,8.8
4c,4c_pattern,55,36.60,43.332229,-4.875356,408.0,6.5
4c,4c_pattern,88,42.24,43.335054,-4.873134,482.7,5.7
4c,4c_pattern,157,39.94,43.339647,-4.879391,618.6,8.5
4c,4c_pattern,172,74.44,43.340936,-4.879861,627.1,9.1
4c,4c_pattern,205,37.54,43.342697,-4.879658,651.7,5.1
4c,4c_pattern,212,36.68,43.342407,-4.879062,664.3,5.5
4c,4c_pattern,216,43.35,43.342309,-4.878831,671.9,5.3
4c,4c_pattern,217,38.27,43.342276,-4.878785,673.9,5.2
4c,4c_pattern,218,44.42,43.342245,-4.878745,676.0,4.7
4c,4c_pattern,219,36.73,43.342237,-4.878682,677.9,5.2
4c,4c_pattern,220,37.10,43.342223,-4.878659,678.8,2.4
4c,4c_pattern,223,41.67,43.342128,-4.878504,684.9,7.0
4c,4c_pattern,224,37.69,43.34208,-4.878431,687.9,8.0
4c,4c_pattern,226,43.70,43.342009,-4.878316,693.1,7.1
4c,4c_pattern,321,68.36,43.342373,-4.870643,674.8,7.9
4c,4c_pattern,323,55.11,43.34233,-4.870585,678.1,7.5
4c,4c_pattern,359,46.12,43.342659,-4.868677,702.9,7.1
4c,4c_pattern,368,44.35,43.342771,-4.86842,708.3,9.8
4c,4c_pattern,378,-35.50,43.342844,-4.868147,708.2,8.8
4c,4c_pattern,380,39.45,43.34283,-4.868093,709.8,4.6
4c,4c_pattern,383,47.55,43.342794,-4.868,711.5,9.2
4c,4c_pattern,429,-47.53,43.343645,-4.864846,711.6,7.8
4c,4c_pattern,430,-66.78,43.343629,-4.864795,708.6,4.5
4c,4c_pattern,529,37.09,43.349559,-4.857289,779.9,9.4
4c,4c_pattern,532,48.19,43.349662,-4.857132,786.7,6.4
4c,4c_pattern,535,38.66,43.349684,-4.856987,790.8,9.5
4c,4c_pattern,537,45.63,43.349664,-4.856915,792.2,6.3
4c,4c_pattern,539,36.68,43.349672,-4.856833,794.4,6.7
4c,4c_pattern,540,41.99,43.349687,-4.856781,796.3,4.5
4c,4c_pattern,541,36.91,43.349697,-4.856758,797.1,2.2
4c,4c_pattern,542,40.15,43.349751,-4.856698,800.2,7.7
4c,4c_pattern,544,46.76,43.349811,-4.856696,802.6,6.7
4c,4c_pattern,545,36.52,43.349839,-4.856709,803.8,3.3
4c,4c_pattern,547,56.86,43.349907,-4.856643,808.3,9.5
4c,4c_pattern,548,40.66,43.34996,-4.856639,810.7,5.9
4c,4c_pattern,550,44.95,43.350055,-4.856627,814.9,5.3
4c,4c_pattern,552,39.87,43.350144,-4.856737,819.0,6.5
4c,4c_pattern,556,35.80,43.350291,-4.856987,824.3,3.9
4c,4c_pattern,557,42.39,43.350304,-4.856972,825.1,1.9
4c,4c_pattern,574,35.00,43.350396,-4.855504,852.8,5.5
4c,4c_pattern,586,44.13,43.350883,-4.855945,869.0,6.1
4c,4c_pattern,595,38.12,43.351217,-4.855834,876.7,8.2
4c,4c_pattern,597,48.39,43.351291,-4.855835,879.8,8.2
4c,4c_pattern,599,65.92,43.351381,-4.855834,884.8,5.0
4c,4c_pattern,614,40.15,43.351965,-4.855099,905.6,5.7
4c,4c_pattern,616,43.84,43.352059,-4.855082,909.9,6.2
4c,4c_pattern,624,52.18,43.352385,-4.855487,925.6,10.0
4c,4c_pattern,625,35.73,43.352405,-4.855435,927.3,4.8
4c,4c_pattern,692,36.63,43.353505,-4.848296,966.0,9.8
4c,4c_pattern,702,-50.98,43.353343,-4.847922,962.7,8.8
4c,4c_pattern,707,59.35,43.353283,-4.847857,963.5,8.9
4c,4c_pattern,708,-38.02,43.353282,-4.847818,962.3,3.2
4c,4c_pattern,741,-58.29,43.352752,-4.846389,968.5,7.0
4c,4c_pattern,743,-37.61,43.352709,-4.846309,966.0,8.3
4c,4c_pattern,771,67.04,43.351619,-4.845148,982.9,5.1
4c,4c_pattern,791,-55.55,43.352587,-4.844005,997.8,7.9
4c,4c_pattern,792,-52.04,43.352626,-4.843899,992.8,9.6
4c,4c_pattern,795,-45.97,43.352803,-4.843687,979.1,8.5
4c,4c_pattern,796,-60.71,43.35288,-4.843684,973.9,8.6
4c,4c_pattern,797,-59.82,43.352934,-4.843639,969.7,7.0
4c,4c_pattern,799,-49.73,43.353044,-4.843431,959.2,9.7
4c,4c_pattern,804,-44.96,43.353102,-4.843082,949.1,6.9
4c,4c_pattern,815,-46.08,43.353097,-4.841957,948.4,7.2
4c,4c_pattern,826,48.72,43.352878,-4.84086,938.8,4.9
4c,4c_pattern,829,38.97,43.352917,-4.840686,940.4,3.1
4c,4c_pattern,843,-41.88,43.352847,-4.839675,933.3,8.6
4c,4c_pattern,861,43.89,43.353899,-4.838473,953.7,5.5
4c,4c_pattern,881,-44.09,43.354344,-4.836473,952.0,7.3
4c,4c_pattern,900,37.96,43.354561,-4.834867,956.6,6.6
4c,4c_pattern,1047,-38.21,43.34967,-4.816182,947.1,8.4
4c,4c_pattern,1085,35.32,43.350757,-4.813811,968.8,7.9
4c,4c_pattern,1097,39.05,43.3512,-4.813182,989.0,9.2
4c,4c_pattern,1102,40.75,43.351203,-4.812937,994.2,4.5
4c,4c_pattern,1103,52.98,43.351203,-4.812923,994.8,1.1
4c,4c_pattern,1128,-36.29,43.352064,-4.810663,991.6,8.8
4c,4c_pattern,1154,-49.19,43.352669,-4.80771,973.3,4.7
4c,4c_pattern,1177,-62.68,43.35295,-4.805061,991.4,9.5
4c,4c_pattern,1182,41.15,43.352824,-4.804806,995.7,6.8
4c,4c_pattern,1183,40.15,43.35279,-4.804741,998.3,6.5
4c,4c_pattern,1192,41.52,43.352618,-4.804091,1015.2,5.1
4c,4c_pattern,1194,46.66,43.352597,-4.804009,1017.7,7.1
4c,4c_pattern,1196,48.92,43.352594,-4.803877,1021.0,3.1
4c,4c_pattern,1199,38.76,43.352593,-4.803651,1027.2,9.5
4c,4c_pattern,1213,-44.32,43.352316,-4.802726,1035.7,6.5
4c,4c_pattern,1226,-55.84,43.352212,-4.801595,1028.8,7.3
4c,4c_pattern,1227,-80.05,43.352177,-4.801514,1022.7,7.6
4c,4c_pattern,1228,-41.08,43.35218,-4.801463,1021.0,4.1
4c,4c_pattern,1244,38.74,43.351962,-4.800312,1020.5,6.7
4c,4c_pattern,1246,41.53,43.351909,-4.80017,1024.4,5.5
4c,4c_pattern,1252,37.94,43.351952,-4.799619,1039.0,8.2
4c,4c_pattern,1292,35.99,43.351552,-4.796244,1070.0,8.1
4c,4c_pattern,1309,-36.70,43.351732,-4.794718,1069.8,6.0
4c,4c_pattern,1314,-39.68,43.351866,-4.794127,1064.1,8.8
4c,4c_pattern,1355,48.30,43.351109,-4.790619,1081.5,8.7
4c,4c_pattern,1399,-42.09,43.35023,-4.78705,1072.9,4.0
4c,4c_pattern,1403,-37.71,43.350092,-4.78692,1066.1,9.3
4c,4c_pattern,1404,-35.48,43.350052,-4.786823,1062.9,9.0
4c,4c_pattern,1421,-36.90,43.3493,-4.78555,1058.2,4.9
4d,4d_pattern,55,36.60,43.332229,-4.875356,408.0,6.5
4d,4d_pattern,88,42.24,43.335054,-4.873134,482.7,5.7
4d,4d_pattern,157,39.94,43.339647,-4.879391,618.6,8.5
4d,4d_pattern,172,74.44,43.340936,-4.879861,627.1,9.1
4d,4d_pattern,205,37.54,43.342697,-4.879658,651.7,5.1
4d,4d_pattern,212,36.68,43.342407,-4.879062,664.3,5.5
4d,4d_pattern,216,43.35,43.342309,-4.878831,671.9,5.3
4d,4d_pattern,217,38.27,43.342276,-4.878785,673.9,5.2
