time,dx,dy,dz
0,-0.028574855332213777,0.23243057434978984,0.5425095371212932
1,-0.028574855309134093,0.23243057434985437,0.5425095371212932
2,-0.028574855332213777,0.23243057479840656,0.5425095371205163
3,-0.028574855309134093,0.23243057434991893,0.5425095371212932
4,-0.028574855332213777,0.23243057434972528,0.5425095371205163
5,-0.028574855309134093,0.23243057434991893,0.5425095371212932
6,-0.028574855309134093,0.23243057479840656,0.5425095371205163
7,-0.028574855332213777,0.23243057434991893,0.5425095371212932
8,0.07213634727211235,0.1641755686088114,0.7101177741808197
9,0.07213634727181645,0.1641755686088114,0.7101177741808197
10,0.07213634727181645,0.16417556905742814,0.7101177741800426
11,0.07213634727181645,0.16417556860887597,0.7101177741808197
12,0.07213634727211235,0.1641755686086823,0.7101177741808197
13,0.07213634727211235,0.16417556860894053,0.7101177741808197
14,0.07213634727181645,0.1641755686088114,0.7101177741808197
15,0.07213634727211235,0.16417556905742814,0.7101177741800426
16,0.07213634727181645,0.16417556860887597,0.7101177741808197
17,0.07213634727181645,0.1641755686088114,0.7101177741808197
18,0.07213634727181645,0.1641755686088114,0.7101177741808197
19,0.07213634727211235,0.1641755686088114,0.7101177741808197
20,0.07213634727181645,0.16417556905742814,0.7101177741800426
21,0.07213634727211235,0.16417556860887597,0.7101177741808197
22,0.07213634727181645,0.1641755686088114,0.7101177741808197
23,0.28486050837068977,0.16207078852020776,0.5620367103708488
24,0.2848605083473142,0.1620707889688245,0.5620367103700717
25,0.2848605083473142,0.16207078896888905,0.5620367103708488
26,0.2848605083703939,0.16207078852020776,0.5620367103708488
27,0.2848605083709857,0.16207078852007864,0.5620367103700717
28,0.2848605083470183,0.16207078896888905,0.5620367103708488
29,0.2848605083473142,0.16207078852020776,0.5620367103708488
30,0.2848605083703939,0.1620707889688245,0.5620367103708488
31,0.28486050837068977,0.16207078852020776,0.5620367103700717
32,0.2848605083476101,0.16207078896888905,0.5620367103708488
33,0.08820995565708784,0.11967450772343612,0.2740109049373801
34,0.0882099556807593,0.11967450772362978,0.2740109049381571
35,0.08820995565708784,0.11967450727488393,0.2740109049381571
36,0.0882099556813511,0.11967450772350066,0.2740109049373801
37,0.08820995565679193,0.11967450772356522,0.2740109049373801
38,0.0882099556807593,0.11967450772362978,0.2740109049381571
39,0.08820995565767961,0.11967450772350066,0.2740109049381571
40,0.08820995565708784,0.1196745072749485,0.2740109049373801
41,0.0882099556807593,0.11967450772350066,0.2740109049381571
42,0.08820995565767961,0.11967450772356522,0.2740109049373801
43,0.08820995568046341,0.11967450772350066,0.2740109049381571
44,0.08820995565708784,0.1196745072749485,0.2740109049373801
45,0.0882099556807593,0.11967450772350066,0.2740109049373801
46,0.08820995565767961,0.11967450772350066,0.2740109049381571
47,0.19472044310829154,0.08974289725138032,0.24516394445502926
48,0.1947204431085874,0.08974289725125122,0.24516394445580625
49,0.1947204431085874,0.08974289680269903,0.24516394445502926
50,0.19472044308491596,0.08974289725125122,0.24516394445502926
51,0.19472044310829154,0.08974289725131578,0.24516394445580625
52,0.1947204431085874,0.08974289725125122,0.24516394445502926
53,0.19472044310829154,0.08974289725131578,0.24516394445502926
54,0.1947204431085874,0.08974289725138032,0.24516394445580625
55,0.19472044310829154,0.08974289680256992,0.24516394445502926
56,0.1947204431085874,0.08974289725138032,0.24516394445502926
57,0.19472044308462005,0.08974289725125122,0.24516394445502926
58,0.1947204431088833,0.08974289725131578,0.24516394445580625
59,0.19472044310799563,0.08974289725138032,0.24516394445502926
60,0.1947204431085874,0.08974289680256992,0.24516394445502926
61,0.1947204431085874,0.08974289725125122,0.24516394445580625
62,0.19472044310829154,0.08974289725131578,0.24516394445502926
63,0.19472044310829154,0.08974289725138032,0.24516394445502926
64,0.1947204431088833,0.08974289725125122,0.24516394445580625
65,0.19472044308462005,0.08974289725131578,0.24516394445502926
66,0.1947204431085874,0.08974289680263448,0.24516394445502926
67,0.19472044310829154,0.08974289725131578,0.24516394445580625
68,0.19472044310829154,0.08974289725125122,0.24516394445502926
69,0.2649810095137475,0.06832712943390101,0.6382677905566284
70,0.2649810095137475,0.06832712943390101,0.6382677905574055
71,0.2649810095131557,0.06832712943390101,0.6382677905566284
72,0.2649810095368272,0.06832712943390101,0.6382677905566284
73,0.2649810095131557,0.06832712943390101,0.6382677905574055
74,0.2649810095137475,0.06832712943390101,0.6382677905566284
75,0.2649810095134516,0.06832712988251775,0.6382677905566284
76,0.2649810095134516,0.06832712943390101,0.6382677905566284
77,0.2649810095131557,0.06832712943390101,0.6382677905574055
78,0.2649810095368272,0.06832712943390101,0.6382677905566284
79,0.2649810095137475,0.06832712943390101,0.6382677905566284
80,0.2649810095131557,0.06832712943390101,0.6382677905574055
81,0.2649810095134516,0.06832712943390101,0.6382677905566284
82,0.44923826920390825,-0.10207909061791115,0.32282883806165735
83,0.4492382692036124,-0.10207909016922985,0.32282883806243434
84,0.4492382691802368,-0.10207909061778203,0.32282883806165735
85,0.4492382692036124,-0.10207909061791115,0.32282883806243434
86,0.44923826920390825,-0.10207909016922985,0.32282883806165735
87,0.4492382692036124,-0.10207909061778203,0.32282883806243434
88,0.44923826920390825,-0.10207909061804027,0.32282883806165735
89,0.4492382692036124,-0.10207909016916529,0.32282883806165735
90,0.4492382692036124,-0.10207909061784659,0.32282883806243434
91,0.4492382691802368,-0.10207909061778203,0.32282883806165735
92,0.4492382692036124,-0.10207909016929441,0.32282883806243434
93,0.4492382692036124,-0.10207909061784659,0.32282883806165735
94,0.3556848453542892,-0.047204471493438246,-0.6779387909840833
95,0.35568484533061767,-0.047204471044886065,-0.6779387909848602
96,0.3556848453536974,-0.0472044714935028,-0.6779387909840833
97,0.35568484533061767,-0.047204471044821505,-0.6779387909840833
98,0.3556848453542892,-0.04720447149356736,-0.6779387909848602
99,0.3556848453303218,-0.047204471044886065,-0.6779387909840833
100,0.3556848453542892,-0.047204471493438246,-0.6779387909840833
101,0.35568484535399325,-0.0472044714935028,-0.6779387909848602
102,0.35568484533061767,-0.047204471044821505,-0.6779387909840833
103,0.35568484535399325,-0.04720447149356736,-0.6779387909848602
104,0.35568484533061767,-0.047204471044886065,-0.6779387909840833
105,0.3556848453536974,-0.047204471493438246,-0.6779387909840833
106,0.3556848453309136,-0.047204471044821505,-0.6779387909848602
107,0.35568484535399325,-0.04720447149356736,-0.6779387909840833
108,0.6052652881873587,0.05314842813145061,0.06653468916017316
109,0.605265288164279,0.05314842813138605,0.06653468915939616
110,0.6052652881876546,0.05314842813138605,0.06653468916017316
111,0.6052652881879504,0.053148428580067346,0.06653468916017316
112,0.605265288186767,0.05314842813138605,0.06653468915939616
113,0.6052652881879504,0.05314842813138605,0.06653468916017316
114,0.605265288164279,0.05314842813138605,0.06653468915939616
115,0.6052652881876546,0.05314842813138605,0.06653468916017316
116,0.49582661852269144,0.1999568269748854,-0.39479477886436315
117,0.49582661854636295,0.19995682742343757,-0.3947947788635861
118,0.49582661852328325,0.19995682742350213,-0.3947947788635861
119,0.49582661852269144,0.19995682697482084,-0.39479477886436315
120,0.49582661854636295,0.19995682697475628,-0.39479477886436315
121,0.4958266185229874,0.19995682742343757,-0.3947947788635861
122,0.49582661852269144,0.19995682742343757,-0.3947947788635861
123,0.4958266185229874,0.1999568269748854,-0.39479477886436315
124,0.49582661854636295,0.19995682697482084,-0.39479477886436315
125,0.4958266185229874,0.19995682742343757,-0.3947947788635861
126,0.17572611675487806,-0.019102189835146943,-0.09775643193086052
127,0.17572611675487806,-0.019102190283828237,-0.09775643193163751
128,0.17572611675517397,-0.01910218983527606,-0.09775643193086052
129,0.17572611673150249,-0.019102190283828237,-0.09775643193163751
130,0.17572611675458216,-0.019102189835146943,-0.09775643193086052
131,0.17572611675487806,-0.019102189835211503,-0.09775643193163751
132,0.17572611675487806,-0.019102190283892796,-0.09775643193086052
133,0.17572611675517397,-0.019102189835211503,-0.09775643193163751
134,0.17572611675458216,-0.019102189835146943,-0.09775643193086052
135,0.17572611673150249,-0.019102190283763677,-0.09775643193163751
136,0.17572611675517397,-0.019102189835211503,-0.09775643193086052
137,0.17572611675458216,-0.019102190283892796,-0.09775643193163751
138,0.17572611675517397,-0.019102189835211503,-0.09775643193086052
139,0.005330412384904826,0.09261305142817579,0.06653468916017316
140,0.005330412384904826,0.09261305142817579,0.06653468915939616
141,0.005330412384904826,0.09261305187679253,0.06653468915939616
142,0.005330412384904826,0.09261305142811123,0.06653468916017316
143,0.07125732181036427,0.08472012676886949,-0.08297023103287728
144,0.07125732181036427,0.08472012721748623,-0.08297023103287728
145,0.07125732181006837,0.08472012676880493,-0.08297023103365427
146,0.07125732181066016,0.08472012676880493,-0.08297023103287728
147,0.07125732183403574,0.08472012721742167,-0.08297023103287728
148,0.07125732181036427,0.08472012676880493,-0.08297023103287728
149,0.07125732181066016,0.08472012676880493,-0.08297023103287728
150,0.07125732181036427,0.08472012721748623,-0.08297023103365427
151,0.07125732181006837,0.08472012676874037,-0.08297023103287728
152,0.07125732181066016,0.08472012676886949,-0.08297023103287728
153,0.07125732181036427,0.08472012676880493,-0.08297023103287728
154,0.07125732183373985,0.08472012721748623,-0.08297023103287728
155,0.07125732181036427,0.08472012676880493,-0.08297023103287728
156,0.07125732181066016,0.08472012676874037,-0.08297023103365427
157,0.07125732181036427,0.08472012721748623,-0.08297023103287728
158,0.07125732181036427,0.08472012676880493,-0.08297023103287728
159,0.33800773995400607,-0.37367665238713216,-0.30804906692750794
160,0.3380077399545979,-0.37367665283587803,-0.30804906692828493
161,0.33800773997797345,-0.37367665238713216,-0.30804906692750794
162,0.3380077399545979,-0.37367665238713216,-0.30804906692828493
163,0.33800773995400607,-0.37367665283587803,-0.30804906692750794
164,0.3380077399545979,-0.3736766523871967,-0.30804906692750794
165,0.3380077399776775,-0.37367665238713216,-0.30804906692828493
166,0.3380077399545979,-0.37367665238713216,-0.30804906692750794
167,0.33800773995430194,-0.3736766528357489,-0.30804906692750794
