time,dx,dy,dz
0,-0.003770956411144202,0.010046055492611507,-0.008562861452762171
1,-0.22104363098530483,0.8224412298770591,0.25802798336336574
2,-0.22104363098530486,0.8224412294441278,0.2580279833632748
3,-0.2210436309424211,0.8224412298770589,0.25802798336336574
4,-0.2210436309853048,0.8224412298770591,0.25802798336336574
5,-0.2210436309853049,0.8224412294441278,0.2580279833632748
6,-0.2210436309853049,0.8224412298770587,0.25802798336336574
7,-1.3605181020176862,0.9483624819174723,-0.3284718752320611
8,-1.3605181020605703,0.9483624814845399,-0.3284718752320611
9,-1.3605181020176869,0.9483624819174723,-0.32847187523215204
10,-1.3605181020176873,0.9483624819174723,-0.3284718752320611
11,-1.3605181020176862,0.9483624819174703,-0.3284718752320611
12,-1.3605181020605694,0.9483624814845408,-0.3284718752320611
13,-1.3605181020176862,0.9483624819174703,-0.3284718752320611
14,-1.3605181020176873,0.9483624819174723,-0.32847187523215204
15,-1.3605181020605694,0.9483624814845408,-0.3284718752320611
16,-1.360518102017685,0.9483624819174742,-0.3284718752320611
17,-1.186699962392666,-0.9876767679874099,0.19138027215931105
18,-1.1866999623497796,-0.9876767679874079,0.19138027215931105
19,-1.186699962392664,-0.987676767987406,0.19138027215931105
20,-1.1866999623497838,-0.9876767675544745,0.19138027215931105
21,-1.186699962392666,-0.9876767679874079,0.19138027215931105
22,-1.186699962392666,-0.9876767679874079,0.19138027215931105
23,-1.1866999623497796,-0.9876767679874069,0.19138027215931105
24,-1.1866999623926617,-0.9876767679874069,0.19138027215931105
25,-0.5456114534936154,-2.90780661194566,0.16916436842459584
26,-0.5456114534507375,-2.9078066123785904,0.16916436842468677
27,-0.5456114534936154,-2.90780661194566,0.16916436842459584
28,-0.5456114534507331,-2.907806611945659,0.16916436842468677
29,-0.5456114534936112,-2.90780661237859,0.16916436842459584
30,-0.5456114534507375,-2.90780661194566,0.16916436842468677
31,-0.5456114534936154,-2.9078066119456607,0.16916436842459584
32,-0.5456114534507331,-2.90780661237859,0.16916436842468677
33,-0.5456114534936197,-2.9078066119456607,0.16916436842459584
34,0.14107749327637178,-2.80033350033213,0.15139164543693276
35,0.1410774933192625,-2.8003335007650576,0.15139164543684186
36,0.141077493319254,-2.800333500332126,0.15139164543693276
37,0.14107749327637603,-2.80033350033213,0.15139164543684186
38,0.14107749327637603,-2.8003335007650576,0.15139164543693276
39,0.141077493319254,-2.800333500332126,0.15139164543693276
40,0.14107749331925826,-2.8003335007650656,0.15139164543684186
41,0.14107749327637178,-2.80033350033213,0.15139164543693276
42,1.7054407501588675,-2.530719851858993,-0.13652646696446355
43,1.7054407502017581,-2.5307198522919205,-0.13652646696455448
44,1.7054407501588718,-2.530719851859001,-0.13652646696446355
45,1.7054407501588675,-2.5307198522919205,-0.13652646696446355
46,1.705440750201754,-2.5307198518590086,-0.13652646696455448
47,1.7054407501588695,-2.530719851858993,-0.13652646696446355
48,1.7054407501588718,-2.5307198522919285,-0.13652646696446355
49,1.7054407501588653,-2.530719851858993,-0.13652646696446355
50,1.7054407502017561,-2.5307198522919285,-0.13652646696455448
51,1.7054407501588695,-2.530719851858993,-0.13652646696446355
52,2.4393395620233167,-2.5733705985736983,-0.3284718752320611
53,2.4393395620233176,-2.5733705985736983,-0.3284718752320611
54,2.439339562066202,-2.5733705990066493,-0.32847187523215204
55,2.4393395620233167,-2.573370598573714,-0.3284718752320611
56,2.4393395620233176,-2.5733705985736983,-0.3284718752320611
57,3.134612120652055,-1.574124534232361,-0.008562861452762171
58,3.1346121206091726,-1.5741245346652966,-0.008562861452762171
59,3.1346121206520516,-1.5741245342323769,-0.008562861452762171
60,2.313804238932216,-1.3507158614389703,-1.074926240717183
61,2.3138042389750964,-1.3507158614390014,-1.074926240717092
62,2.3138042389322098,-1.3507158614389858,-1.074926240717183
63,-0.7205850793204932,-2.8208386670718495,0.4589964663785629
64,-0.7205850793633839,-2.8208386670718495,0.4589964663785629
65,-0.7205850793204932,-2.820838667504785,0.4589964663785629
66,-0.7205850793204995,-2.820838667071834,0.45899646637847197
67,-0.7205850793633776,-2.8208386670718495,0.4589964663785629
68,-0.7205850793204974,-2.820838667071865,0.4589964663785629
69,-0.7205850793204953,-2.8208386675047694,0.4589964663785629
70,-0.7205850793204953,-2.8208386670718495,0.4589964663785629
71,-0.7205850793633818,-2.8208386670718495,0.4589964663785629
72,-0.7205850793204953,-2.820838667071834,0.45899646637847197
73,-0.7205850793204974,-2.820838667504785,0.4589964663785629
74,-0.7205850793633797,-2.820838667071834,0.4589964663785629
75,-0.7205850793204964,-2.820838667071865,0.4589964663785629
76,-1.6775752641924786,-2.264660432350897,0.5246188281794028
77,-1.6775752641495942,-2.264660432350928,0.5246188281794937
78,-1.6775752641924786,-2.2646604323509125,0.5246188281794028
79,-2.530571690253971,-1.9803221216410354,-0.09742647639144117
80,-2.53057169025397,-1.9803221212081157,-0.09742647639144117
81,-2.530571690211086,-1.980322121641051,-0.09742647639153208
82,-2.5305716902539706,-1.9803221212081312,-0.09742647639144117
83,-2.530571690253971,-1.9803221216410665,-0.09742647639144117
84,-2.530571690253968,-1.9803221216410354,-0.09742647639144117
85,-2.5305716902110897,-1.9803221212081157,-0.09742647639153208
86,-2.530571690253968,-1.9803221216410665,-0.09742647639144117
87,-2.530571690253974,-1.9803221216410354,-0.09742647639144117
88,-2.530571690253968,-1.9803221212081157,-0.09742647639144117
89,-2.530571690253972,-1.9803221216410665,-0.09742647639144117
90,-2.5305716902110857,-1.9803221212081157,-0.09742647639153208
91,-2.530571690253972,-1.9803221216410665,-0.09742647639144117
92,-2.530571690253968,-1.9803221216410665,-0.09742647639144117
93,-2.530571690253972,-1.9803221212080846,-0.09742647639144117
94,-2.5305716902110857,-1.9803221216410354,-0.09742647639153208
95,-2.530571690253972,-1.9803221212081468,-0.09742647639144117
96,-2.530571690253968,-1.9803221216410354,-0.09742647639144117
97,-1.3556898203900214,-1.3739271520120062,0.21994357696107475
98,-1.355689820347152,-1.373927152444926,0.21994357696098382
99,-1.3556898203900214,-1.3739271520119751,0.21994357696107475
100,-1.3556898203471348,-1.3739271520120062,0.21994357696098382
