pasada,pattern_file,fix_type,idx_ini,idx_fin,dz_median_diff_m,max_abs_slope_before
15b,15b_pattern.gpx,SPIKE,344,345,25.700000000000045,0.21014402520616332
15b,15b_pattern.gpx,SPIKE,351,352,28.700000000000045,0.2342062819257232
15b,15b_pattern.gpx,STEP,354,356,33.0,0.2766480205030173
15b,15b_pattern.gpx,STEP,361,365,31.295283153212495,0.36974744451962954
15b,15b_pattern.gpx,STEP,371,375,28.972619686110647,0.968974331996501
15b,15b_pattern.gpx,STEP,377,379,19.307036146295104,0.5746633267950371
15b,15b_pattern.gpx,SPIKE,384,385,24.792752687323627,0.4064293541178812
15b,15b_pattern.gpx,STEP,389,392,31.51403131721395,0.4529465675751358
15b,15b_pattern.gpx,STEP,396,415,65.63096749896295,0.8005278117351141
15b,15b_pattern.gpx,STEP,418,420,48.380596956209274,0.3335074540164441
15b,15b_pattern.gpx,STEP,427,438,74.52153197453049,1.1046307401028588
15b,15b_pattern.gpx,STEP,440,443,74.53780870961054,0.6885805179771378
15b,15b_pattern.gpx,STEP,445,455,91.57715378431521,0.7137176107211596
15b,15b_pattern.gpx,STEP,457,460,93.70380504505397,1.1657796367690698
15b,15b_pattern.gpx,STEP,462,470,94.68995028609402,0.8627894844716979
15b,15b_pattern.gpx,SPIKE,474,475,98.0467120707176,0.3526391196245574
15b,15b_pattern.gpx,SPIKE,477,478,106.2842206025307,0.6105361821114514
15b,15b_pattern.gpx,STEP,480,483,116.88577493480489,0.5770857857140841
15b,15b_pattern.gpx,STEP,485,490,123.0749549295399,0.8094350055101854
15b,15b_pattern.gpx,STEP,492,495,125.68348696087219,0.6181446111258262
15b,15b_pattern.gpx,SPIKE,497,498,126.58708076400922,0.41104507420117753
15b,15b_pattern.gpx,STEP,500,518,154.3072692470255,1.1308990770367036
15b,15b_pattern.gpx,SPIKE,520,521,138.69250596716734,0.7596573107969709
15b,15b_pattern.gpx,STEP,616,620,28.299999999999955,0.7275949092708227
15b,15b_pattern.gpx,STEP,624,630,23.306834855508896,0.6189306820934207
15b,15b_pattern.gpx,STEP,682,688,-15.0,0.42320192767148523
15b,15b_pattern.gpx,SPIKE,718,719,-18.699999999999818,0.24953001228616897
15b,15b_pattern.gpx,SPIKE,721,722,-20.09999999999991,0.3434447784595662
15b,15b_pattern.gpx,SPIKE,724,725,-23.09999999999991,0.3080575161649039
15b,15b_pattern.gpx,STEP,729,733,-24.627502544306708,0.3264579745668112
15b,15b_pattern.gpx,STEP,737,741,-30.986047263111686,0.31548837742901803
15b,15b_pattern.gpx,STEP,745,747,-26.598906940430652,0.29262625269541287
15b,15b_pattern.gpx,SPIKE,753,754,-33.45174944446194,0.4589244383112193
15b,15b_pattern.gpx,STEP,759,763,-25.89607238765734,0.2544500852996744
15b,15b_pattern.gpx,STEP,787,789,-24.0,0.3404689963032808
15b,15b_pattern.gpx,STEP,867,872,-35.40000000000009,0.33293814895173246
15b,15b_pattern.gpx,SPIKE,874,875,-27.0004692776547,0.423800452503159
15b,15b_pattern.gpx,STEP,877,881,-28.380147832907824,0.37123712147994226
15b,15b_pattern.gpx,SPIKE,885,886,-17.849265392471352,0.28419716634273573
15b,15b_pattern.gpx,SPIKE,889,890,-16.12802686941768,0.27749927710905337
15b,15b_pattern.gpx,SPIKE,898,899,-13.222981947637209,1.2293178100331075
15b,15b_pattern.gpx,STEP,902,904,-13.422981947637254,0.6375115472801552
15b,15b_pattern.gpx,STEP,933,939,-15.700000000000045,0.7270279138945562
15b,15b_pattern.gpx,STEP,941,943,-10.67268753170515,1.069119507489675
15b,15b_pattern.gpx,SPIKE,946,953,0.36992826146547486,1.4682200871046143
15b,15b_pattern.gpx,STEP,960,969,30.384254801053885,1.3828787093175667
15b,15b_pattern.gpx,STEP,973,977,20.87806417298293,1.083190059430783
15b,15b_pattern.gpx,SPIKE,986,987,19.42776472477817,0.5821301726439713
15b,15b_pattern.gpx,STEP,991,994,16.889787847221214,0.6630647719698639
15b,15b_pattern.gpx,SPIKE,998,999,21.981031736066598,0.23045577395271893
15b,15b_pattern.gpx,SPIKE,1003,1004,17.374243951347808,0.3937579751535339
15b,15b_pattern.gpx,STEP,1006,1008,16.502761071855048,1.0862619696602567
15b,15b_pattern.gpx,STEP,1023,1025,-13.416671679926367,0.6209914469751056
15b,15b_pattern.gpx,STEP,1034,1037,-11.41573240061939,0.7823135809808703
15b,15b_pattern.gpx,SPIKE,1041,1042,-8.60530329445146,0.2644293384192817
15b,15b_pattern.gpx,SPIKE,1107,1108,14.099999999999909,0.28104329563477604
15b,15b_pattern.gpx,SPIKE,1116,1117,12.096797804040307,0.27901167687386697
15b,15b_pattern.gpx,SPIKE,1161,1162,-17.0,0.28882890556750973
15b,15b_pattern.gpx,SPIKE,1167,1168,-14.0,0.25663804401034185
15c,15c_pattern.gpx,STEP,40,44,26.100000000000023,0.47408808256246815
15c,15c_pattern.gpx,SPIKE,46,47,11.321838098968328,0.35809114063952086
15c,15c_pattern.gpx,STEP,49,52,11.590080706194158,0.8503704263907256
15c,15c_pattern.gpx,SPIKE,54,55,9.81166290041699,0.7224424837626068
15c,15c_pattern.gpx,STEP,57,60,11.289155310263027,0.35692235606462297
15c,15c_pattern.gpx,SPIKE,64,65,13.059112728743457,0.4013681257272394
15c,15c_pattern.gpx,STEP,68,76,25.650211021576297,0.44511441868955043
15c,15c_pattern.gpx,SPIKE,78,79,23.890440147680238,0.380096978631572
15c,15c_pattern.gpx,STEP,82,88,37.91550180075819,0.3885805083600054
15c,15c_pattern.gpx,STEP,90,93,37.54949751916536,0.39533488026799024
15c,15c_pattern.gpx,STEP,96,98,33.84066631154769,0.4142533533380634
15c,15c_pattern.gpx,SPIKE,102,103,36.309606921458226,0.35823673934597766
15c,15c_pattern.gpx,STEP,109,111,36.9972812483511,0.37223820214290526
15c,15c_pattern.gpx,SPIKE,114,115,37.21063924109308,0.2638617413343248
15c,15c_pattern.gpx,SPIKE,119,120,38.21732328038809,0.2613759961652274
15c,15c_pattern.gpx,SPIKE,146,147,20.399999999999977,0.22869768443724164
15c,15c_pattern.gpx,STEP,151,161,38.200000000000045,0.4408543590349912
15c,15c_pattern.gpx,STEP,163,167,27.188436647300705,0.45598508023070583
15c,15c_pattern.gpx,STEP,169,171,25.495232644269777,0.38895947552282983
15c,15c_pattern.gpx,STEP,173,175,25.921532928131,0.3651943594683083
15c,15c_pattern.gpx,STEP,178,183,25.76706044904074,0.48112320528657515
15c,15c_pattern.gpx,STEP,188,190,19.004571634640456,0.4336758874367437
15c,15c_pattern.gpx,SPIKE,208,209,13.399999999999977,0.26230458796904854
15c,15c_pattern.gpx,STEP,225,236,42.0,0.35671957347937305
15c,15c_pattern.gpx,STEP,238,243,20.71026016423957,0.33912719460811613
15c,15c_pattern.gpx,SPIKE,344,345,25.700000000000045,0.21014402520616332
15c,15c_pattern.gpx,SPIKE,351,352,28.700000000000045,0.2342062819257232
15c,15c_pattern.gpx,STEP,354,356,33.0,0.2766480205030173
15c,15c_pattern.gpx,STEP,361,365,31.295283153212495,0.36974744451962954
15c,15c_pattern.gpx,STEP,371,375,28.972619686110647,0.968974331996501
15c,15c_pattern.gpx,STEP,377,379,19.307036146295104,0.5746633267950371
15c,15c_pattern.gpx,SPIKE,384,385,24.792752687323627,0.4064293541178812
15c,15c_pattern.gpx,STEP,389,392,31.51403131721395,0.4529465675751358
15c,15c_pattern.gpx,STEP,396,415,65.63096749896295,0.8005278117351141
15c,15c_pattern.gpx,STEP,418,420,48.380596956209274,0.3335074540164441
15c,15c_pattern.gpx,STEP,427,438,74.52153197453049,1.1046307401028588
15c,15c_pattern.gpx,STEP,440,443,74.53780870961054,0.6885805179771378
15c,15c_pattern.gpx,STEP,445,455,91.57715378431521,0.7137176107211596
15c,15c_pattern.gpx,STEP,457,460,93.70380504505397,1.1657796367690698
15c,15c_pattern.gpx,STEP,462,470,94.68995028609402,0.8627894844716979
15c,15c_pattern.gpx,SPIKE,474,475,98.0467120707176,0.3526391196245574
15c,15c_pattern.gpx,SPIKE,477,478,106.2842206025307,0.6105361821114514
15c,15c_pattern.gpx,STEP,480,483,116.88577493480489,0.5770857857140841
15c,15c_pattern.gpx,STEP,485,490,123.0749549295399,0.8094350055101854
15c,15c_pattern.gpx,STEP,492,495,125.68348696087219,0.6181446111258262
15c,15c_pattern.gpx,SPIKE,497,498,126.58708076400922,0.41104507420117753
15c,15c_pattern.gpx,STEP,500,518,154.3072692470255,1.1308990770367036
15c,15c_pattern.gpx,SPIKE,520,521,138.69250596716734,0.7596573107969709
15c,15c_pattern.gpx,STEP,616,620,28.299999999999955,0.7275949092708227
15c,15c_pattern.gpx,STEP,624,630,23.306834855508896,0.6189306820934207
15c,15c_pattern.gpx,STEP,682,688,-15.0,0.42320192767148523
15c,15c_pattern.gpx,SPIKE,718,719,-18.699999999999818,0.24953001228616897
15c,15c_pattern.gpx,SPIKE,721,722,-20.09999999999991,0.3434447784595662
15c,15c_pattern.gpx,SPIKE,724,725,-23.09999999999991,0.3080575161649039
15c,15c_pattern.gpx,STEP,729,733,-24.627502544306708,0.3264579745668112
15c,15c_pattern.gpx,STEP,737,741,-30.986047263111686,0.31548837742901803
15c,15c_pattern.gpx,STEP,745,747,-26.598906940430652,0.29262625269541287
15c,15c_pattern.gpx,SPIKE,753,754,-33.45174944446194,0.4589244383112193
15c,15c_pattern.gpx,STEP,759,763,-25.89607238765734,0.2544500852996744
15c,15c_pattern.gpx,STEP,787,789,-24.0,0.3404689963032808
15c,15c_pattern.gpx,STEP,867,872,-35.40000000000009,0.33293814895173246
15c,15c_pattern.gpx,SPIKE,874,875,-27.0004692776547,0.423800452503159
15c,15c_pattern.gpx,STEP,877,881,-28.380147832907824,0.37123712147994226
15c,15c_pattern.gpx,SPIKE,885,886,-17.849265392471352,0.28419716634273573
15c,15c_pattern.gpx,SPIKE,889,890,-16.12802686941768,0.27749927710905337
15c,15c_pattern.gpx,SPIKE,898,899,-13.222981947637209,1.2293178100331075
15c,15c_pattern.gpx,STEP,902,904,-13.422981947637254,0.6375115472801552
15c,15c_pattern.gpx,STEP,933,939,-15.700000000000045,0.7270279138945562
15c,15c_pattern.gpx,STEP,941,943,-10.67268753170515,1.069119507489675
15c,15c_pattern.gpx,SPIKE,946,953,0.36992826146547486,1.4682200871046143
15c,15c_pattern.gpx,STEP,960,969,30.384254801053885,1.3828787093175667
15c,15c_pattern.gpx,STEP,973,977,20.87806417298293,1.083190059430783
15c,15c_pattern.gpx,SPIKE,986,987,19.42776472477817,0.5821301726439713
15c,15c_pattern.gpx,STEP,991,994,16.889787847221214,0.6630647719698639
15c,15c_pattern.gpx,SPIKE,998,999,21.981031736066598,0.23045577395271893
15c,15c_pattern.gpx,SPIKE,1003,1004,17.374243951347808,0.3937579751535339
15c,15c_pattern.gpx,STEP,1006,1008,16.502761071855048,1.0862619696602567
15c,15c_pattern.gpx,STEP,1023,1025,-13.416671679926367,0.6209914469751056
15c,15c_pattern.gpx,STEP,1034,1037,-11.41573240061939,0.7823135809808703
15c,15c_pattern.gpx,SPIKE,1041,1042,-8.60530329445146,0.2644293384192817
15c,15c_pattern.gpx,SPIKE,1107,1108,14.099999999999909,0.28104329563477604
15c,15c_pattern.gpx,SPIKE,1116,1117,12.096797804040307,0.27901167687386697
15c,15c_pattern.gpx,SPIKE,1161,1162,-17.0,0.28882890556750973
15c,15c_pattern.gpx,SPIKE,1167,1168,-14.0,0.25663804401034185
15c,15c_pattern.gpx,SPIKE,1229,1230,1.099999999999909,0.2433543580418998
15c,15c_pattern.gpx,SPIKE,1254,1255,8.799999999999955,0.2517675818284565
15c,15c_pattern.gpx,STEP,1262,1265,-5.298774533863025,0.3798426947031726
15c,15c_pattern.gpx,SPIKE,1276,1277,-3.008598126821198,0.8909037748810947
15c,15c_pattern.gpx,STEP,1284,1286,-20.903881655272016,0.8189079662934421
15c,15c_pattern.gpx,STEP,1288,1293,-22.010065076186493,0.9034795826766547
15c,15c_pattern.gpx,STEP,1298,1300,-13.598961966963088,0.5501557510209462
15c,15c_pattern.gpx,STEP,1309,1311,-15.761033166628522,0.7712274838134541
15c,15c_pattern.gpx,SPIKE,1323,1324,-15.611612652388885,0.6815015295263931
15c,15c_pattern.gpx,STEP,1329,1332,-16.327686114267863,0.8573293720683405
15c,15c_pattern.gpx,STEP,1336,1339,-7.915287983784992,0.4482339938275349
15c,15c_pattern.gpx,SPIKE,1342,1343,-4.93093878777222,0.2553589496894867
15c,15c_pattern.gpx,STEP,1352,1354,-8.397404089341308,0.35064316577925075
15c,15c_pattern.gpx,STEP,1389,1392,-18.600000000000023,0.6268575425284217
15c,15c_pattern.gpx,SPIKE,1394,1395,-13.156735799310923,0.3257884097876758
15c,15c_pattern.gpx,STEP,1411,1415,-16.200000000000045,0.35568951049242015
15c,15c_pattern.gpx,STEP,1417,1420,-10.12358074567635,0.44875606121451617
15c,15c_pattern.gpx,SPIKE,1466,1467,11.199999999999932,0.6621509838107372
15c,15c_pattern.gpx,SPIKE,1472,1473,9.799999999999955,0.40807648480206893
15c,15c_pattern.gpx,SPIKE,1492,1493,4.699999999999932,0.4493695233356851
15c,15c_pattern.gpx,SPIKE,1496,1497,18.399999999999977,0.2346546883236566
15c,15c_pattern.gpx,STEP,1500,1509,32.80000000000007,0.6213653669943345
15c,15c_pattern.gpx,SPIKE,1511,1512,10.091543752143025,0.44773336219363674
15d,15d_pattern.gpx,STEP,40,44,26.100000000000023,0.47408808256246815
15d,15d_pattern.gpx,SPIKE,46,47,11.321838098968328,0.35809114063952086
15d,15d_pattern.gpx,STEP,49,52,11.590080706194158,0.8503704263907256
15d,15d_pattern.gpx,SPIKE,54,55,9.81166290041699,0.7224424837626068
15d,15d_pattern.gpx,STEP,57,60,11.289155310263027,0.35692235606462297
15d,15d_pattern.gpx,SPIKE,64,65,13.059112728743457,0.4013681257272394
15d,15d_pattern.gpx,STEP,68,76,25.650211021576297,0.44511441868955043
15d,15d_pattern.gpx,SPIKE,78,79,23.890440147680238,0.380096978631572
15d,15d_pattern.gpx,STEP,82,88,37.91550180075819,0.3885805083600054
15d,15d_pattern.gpx,STEP,90,93,37.54949751916536,0.39533488026799024
15d,15d_pattern.gpx,STEP,96,98,33.84066631154769,0.4142533533380634
15d,15d_pattern.gpx,SPIKE,102,103,36.309606921458226,0.35823673934597766
15d,15d_pattern.gpx,STEP,109,111,36.9972812483511,0.37223820214290526
15d,15d_pattern.gpx,SPIKE,114,115,37.21063924109308,0.2638617413343248
15d,15d_pattern.gpx,SPIKE,119,120,38.21732328038809,0.2613759961652274
15d,15d_pattern.gpx,SPIKE,146,147,20.399999999999977,0.22869768443724164
15d,15d_pattern.gpx,STEP,151,161,38.200000000000045,0.4408543590349912
15d,15d_pattern.gpx,STEP,163,167,27.188436647300705,0.45598508023070583
15d,15d_pattern.gpx,STEP,169,171,25.495232644269777,0.38895947552282983
15d,15d_pattern.gpx,STEP,173,175,25.921532928131,0.3651943594683083
15d,15d_pattern.gpx,STEP,178,183,25.76706044904074,0.48112320528657515
15d,15d_pattern.gpx,STEP,188,190,19.004571634640456,0.4336758874367437
15d,15d_pattern.gpx,SPIKE,208,209,13.399999999999977,0.26230458796904854
15d,15d_pattern.gpx,STEP,225,236,42.0,0.35671957347937305
15d,15d_pattern.gpx,STEP,238,243,20.71026016423957,0.33912719460811613
15d,15d_pattern.gpx,SPIKE,344,345,25.700000000000045,0.21014402520616332
15d,15d_pattern.gpx,SPIKE,351,352,28.700000000000045,0.2342062819257232
15d,15d_pattern.gpx,STEP,354,356,33.0,0.2766480205030173
15d,15d_pattern.gpx,STEP,361,365,31.295283153212495,0.36974744451962954
15d,15d_pattern.gpx,STEP,371,375,28.972619686110647,0.968974331996501
15d,15d_pattern.gpx,STEP,377,379,19.307036146295104,0.5746633267950371
15d,15d_pattern.gpx,SPIKE,384,385,24.792752687323627,0.4064293541178812
15d,15d_pattern.gpx,STEP,389,392,31.51403131721395,0.4529465675751358
15d,15d_pattern.gpx,STEP,396,415,65.63096749896295,0.8005278117351141
15d,15d_pattern.gpx,STEP,418,420,48.380596956209274,0.3335074540164441
15d,15d_pattern.gpx,STEP,427,438,74.52153197453049,1.1046307401028588
15d,15d_pattern.gpx,STEP,440,443,74.53780870961054,0.6885805179771378
15d,15d_pattern.gpx,STEP,445,455,91.57715378431521,0.7137176107211596
15d,15d_pattern.gpx,STEP,457,460,93.70380504505397,1.1657796367690698
15d,15d_pattern.gpx,STEP,462,470,94.68995028609402,0.8627894844716979
15d,15d_pattern.gpx,SPIKE,474,475,98.0467120707176,0.3526391196245574
15d,15d_pattern.gpx,SPIKE,477,478,106.2842206025307,0.6105361821114514
15d,15d_pattern.gpx,STEP,480,483,116.88577493480489,0.5770857857140841
15d,15d_pattern.gpx,STEP,485,490,123.0749549295399,0.8094350055101854
15d,15d_pattern.gpx,STEP,492,495,125.68348696087219,0.6181446111258262
15d,15d_pattern.gpx,SPIKE,497,498,126.58708076400922,0.41104507420117753
15d,15d_pattern.gpx,STEP,500,518,154.3072692470255,1.1308990770367036
15d,15d_pattern.gpx,SPIKE,520,521,138.69250596716734,0.7596573107969709
15d,15d_pattern.gpx,STEP,616,620,28.299999999999955,0.7275949092708227
15d,15d_pattern.gpx,STEP,624,630,23.306834855508896,0.6189306820934207
15d,15d_pattern.gpx,STEP,682,688,-15.0,0.42320192767148523
15d,15d_pattern.gpx,SPIKE,718,719,-18.699999999999818,0.24953001228616897
15d,15d_pattern.gpx,SPIKE,721,722,-20.09999999999991,0.3434447784595662
15d,15d_pattern.gpx,SPIKE,724,725,-23.09999999999991,0.3080575161649039
15d,15d_pattern.gpx,STEP,729,733,-24.627502544306708,0.3264579745668112
15d,15d_pattern.gpx,STEP,737,741,-30.986047263111686,0.31548837742901803
15d,15d_pattern.gpx,STEP,745,747,-26.598906940430652,0.29262625269541287
15d,15d_pattern.gpx,SPIKE,753,754,-33.45174944446194,0.4589244383112193
15d,15d_pattern.gpx,STEP,759,763,-25.89607238765734,0.2544500852996744
15d,15d_pattern.gpx,STEP,787,789,-24.0,0.3404689963032808
15d,15d_pattern.gpx,STEP,867,872,-35.40000000000009,0.33293814895173246
15d,15d_pattern.gpx,SPIKE,874,875,-27.0004692776547,0.423800452503159
15d,15d_pattern.gpx,STEP,877,881,-28.380147832907824,0.37123712147994226
15d,15d_pattern.gpx,SPIKE,885,886,-17.849265392471352,0.28419716634273573
15d,15d_pattern.gpx,SPIKE,889,890,-16.12802686941768,0.27749927710905337
15d,15d_pattern.gpx,SPIKE,898,899,-13.222981947637209,1.2293178100331075
15d,15d_pattern.gpx,STEP,902,904,-13.422981947637254,0.6375115472801552
15d,15d_pattern.gpx,STEP,933,939,-15.700000000000045,0.7270279138945562
15d,15d_pattern.gpx,STEP,941,943,-10.67268753170515,1.069119507489675
15d,15d_pattern.gpx,SPIKE,946,953,0.36992826146547486,1.4682200871046143
15d,15d_pattern.gpx,STEP,960,969,30.384254801053885,1.3828787093175667
15d,15d_pattern.gpx,STEP,973,977,20.87806417298293,1.083190059430783
15d,15d_pattern.gpx,SPIKE,986,987,19.42776472477817,0.5821301726439713
15d,15d_pattern.gpx,STEP,991,994,16.889787847221214,0.6630647719698639
15d,15d_pattern.gpx,SPIKE,998,999,21.981031736066598,0.23045577395271893
15d,15d_pattern.gpx,SPIKE,1003,1004,17.374243951347808,0.3937579751535339
15d,15d_pattern.gpx,STEP,1006,1008,16.502761071855048,1.0862619696602567
15d,15d_pattern.gpx,STEP,1023,1025,-13.416671679926367,0.6209914469751056
15d,15d_pattern.gpx,STEP,1034,1037,-11.41573240061939,0.7823135809808703
15d,15d_pattern.gpx,SPIKE,1041,1042,-8.60530329445146,0.2644293384192817
15d,15d_pattern.gpx,SPIKE,1107,1108,14.099999999999909,0.28104329563477604
15d,15d_pattern.gpx,SPIKE,1116,1117,12.096797804040307,0.27901167687386697
15d,15d_pattern.gpx,SPIKE,1161,1162,-17.0,0.28882890556750973
15d,15d_pattern.gpx,SPIKE,1167,1168,-14.0,0.25663804401034185
15d,15d_pattern.gpx,SPIKE,1229,1230,1.099999999999909,0.2433543580418998
15d,15d_pattern.gpx,SPIKE,1254,1255,8.799999999999955,0.2517675818284565
15d,15d_pattern.gpx,STEP,1262,1265,-5.298774533863025,0.3798426947031726
15d,15d_pattern.gpx,SPIKE,1276,1277,-3.008598126821198,0.8909037748810947
15d,15d_pattern.gpx,STEP,1284,1286,-20.903881655272016,0.8189079662934421
15d,15d_pattern.gpx,STEP,1288,1293,-22.010065076186493,0.9034795826766547
15d,15d_pattern.gpx,STEP,1298,1300,-13.598961966963088,0.5501557510209462
15d,15d_pattern.gpx,STEP,1309,1311,-15.761033166628522,0.7712274838134541
15d,15d_pattern.gpx,SPIKE,1323,1324,-15.611612652388885,0.6815015295263931
15d,15d_pattern.gpx,STEP,1329,1332,-16.327686114267863,0.8573293720683405
15d,15d_pattern.gpx,STEP,1336,1339,-9.515287983784901,0.4482339938275349
15d,15d_pattern.gpx,SPIKE,1342,1343,-5.549418206930341,0.2553589496894867
17,17_pattern.gpx,SPIKE,1306,1307,9.5,0.2686953357671762
17,17_pattern.gpx,SPIKE,1601,1602,8.0,0.2534038399639212
4,4_pattern.gpx,STEP,8,10,15.850000000000023,0.2401793994562653
4,4_pattern.gpx,STEP,50,55,39.60000000000002,0.36595214662891257
4,4_pattern.gpx,SPIKE,65,66,49.72208539685403,0.2351726231512284
4,4_pattern.gpx,SPIKE,80,81,30.0,0.22328241372832075
4,4_pattern.gpx,SPIKE,87,88,37.0,0.4224274658976179
4,4_pattern.gpx,SPIKE,90,91,37.5,0.29007491788548495
4,4_pattern.gpx,SPIKE,94,95,38.0,0.22271569166389182
4,4_pattern.gpx,SPIKE,114,115,33.89999999999998,0.27027482205221315
4,4_pattern.gpx,SPIKE,134,135,33.299999999999955,0.2637391254867372
4,4_pattern.gpx,STEP,150,152,30.199999999999932,0.24010089079820454
4,4_pattern.gpx,STEP,157,159,21.885974525048937,0.39937364849873175
4,4_pattern.gpx,STEP,170,172,15.064523411699042,0.7443677869124427
4,4_pattern.gpx,STEP,204,206,24.600000000000023,0.3754141985223153
4,4_pattern.gpx,STEP,210,227,51.38449369155637,0.44419886534747155
4,4_pattern.gpx,STEP,235,237,16.984442908224423,0.33465812910683407
4,4_pattern.gpx,STEP,242,244,7.500372534156554,0.2481735052572831
4,4_pattern.gpx,STEP,280,282,-18.100000000000023,0.26467803433586096
4,4_pattern.gpx,SPIKE,293,294,-21.176689469800635,0.29657894804807566
4,4_pattern.gpx,SPIKE,301,302,-9.736753851493631,0.2508256445726337
4,4_pattern.gpx,STEP,312,315,21.796049951396185,0.2792181645265675
4,4_pattern.gpx,STEP,319,323,19.03451155866412,0.6836027977102163
4,4_pattern.gpx,SPIKE,329,330,14.531732298897396,0.32111614628080004
4,4_pattern.gpx,STEP,342,344,8.0,0.29577471888842155
4,4_pattern.gpx,STEP,358,361,10.386949725454087,0.4612031041830115
4,4_pattern.gpx,SPIKE,367,368,6.203901801331426,0.4435405358460632
4,4_pattern.gpx,SPIKE,370,371,5.0032448361176876,0.2344299651102083
4,4_pattern.gpx,STEP,378,383,6.377873777963146,0.475515728967192
4,4_pattern.gpx,STEP,385,387,3.697903467361698,0.23808750361511843
4,4_pattern.gpx,SPIKE,419,420,6.0,0.26211219164965965
4,4_pattern.gpx,STEP,428,430,10.843468429127142,0.6677780101436951
4,4_pattern.gpx,STEP,437,439,15.121475878851015,0.28421970612674796
4,4_pattern.gpx,SPIKE,485,486,16.600000000000023,0.2615994169982775
4,4_pattern.gpx,STEP,527,535,23.5,0.4819164301991034
4,4_pattern.gpx,STEP,537,552,33.717961319752476,0.5685883287390883
4,4_pattern.gpx,STEP,556,560,30.932103614865355,0.42390025625826927
4,4_pattern.gpx,STEP,565,568,32.44339808177472,0.2854524014074486
4,4_pattern.gpx,SPIKE,570,571,28.47881934457064,0.2599551916932385
4,4_pattern.gpx,SPIKE,573,574,27.144167073857943,0.3500366638921661
4,4_pattern.gpx,STEP,582,586,26.858434692305536,0.44133077747532484
4,4_pattern.gpx,STEP,594,601,33.576540146183675,0.6591581104890692
4,4_pattern.gpx,SPIKE,606,607,33.32762493327766,0.2223610691598431
4,4_pattern.gpx,SPIKE,610,611,39.91660932270486,0.33475893613046126
4,4_pattern.gpx,STEP,614,617,43.4835618544796,0.43837328343221743
4,4_pattern.gpx,STEP,619,621,43.00221531586419,0.34746222061696636
4,4_pattern.gpx,SPIKE,624,625,42.529547001845344,0.521818384814804
4,4_pattern.gpx,STEP,630,632,46.22924008281552,0.3260261877270773
4,4_pattern.gpx,STEP,637,648,60.07717370358216,0.33763803713043916
4,4_pattern.gpx,STEP,678,680,-10.599999999999909,0.4411443192426207
4,4_pattern.gpx,SPIKE,682,683,-3.2327917884869066,0.2475121269192045
4,4_pattern.gpx,SPIKE,701,702,-2.300000000000068,0.5097504493824653
4,4_pattern.gpx,SPIKE,704,705,0.0,0.32535747783827657
4,4_pattern.gpx,SPIKE,707,708,0.6000000000000227,0.5935425692535086
4,4_pattern.gpx,SPIKE,730,731,4.0,0.26686084954851086
4,4_pattern.gpx,SPIKE,740,741,-5.7000000000000455,0.5828555199455167
4,4_pattern.gpx,SPIKE,743,744,-5.824338551448477,0.37613349887459835
4,4_pattern.gpx,SPIKE,755,756,11.700000000000045,0.2513246974731236
4,4_pattern.gpx,SPIKE,762,763,16.5,0.2988493008352662
4,4_pattern.gpx,SPIKE,768,769,14.100000000000023,0.27839043412028397
4,4_pattern.gpx,STEP,778,781,19.700000000000045,0.3491726291966928
4,4_pattern.gpx,STEP,789,801,-39.54598043997726,0.6369456399701009
4,4_pattern.gpx,SPIKE,815,816,-11.899999999999977,0.4608089416848489
4,4_pattern.gpx,SPIKE,822,823,-9.996487706207972,0.32298657215039606
4,4_pattern.gpx,SPIKE,826,827,-8.399999999999977,0.4871553720959406
4,4_pattern.gpx,SPIKE,829,830,-8.600000000000023,0.38970843797793137
4,4_pattern.gpx,SPIKE,840,841,-2.191536639197693,0.24684828552845306
4,4_pattern.gpx,STEP,859,867,27.5,0.43893401594148007
4,4_pattern.gpx,SPIKE,874,875,0.34470686592192123,0.21216178709633654
4,4_pattern.gpx,SPIKE,880,881,-4.899999999999977,0.44085977273918314
4,4_pattern.gpx,SPIKE,899,900,10.899999999999977,0.3795759423805624
4,4_pattern.gpx,SPIKE,911,912,5.399999999999977,0.2945642843304853
4,4_pattern.gpx,SPIKE,961,962,-4.2999999999999545,0.4131070026591041
4,4_pattern.gpx,SPIKE,980,981,1.3999999999999773,0.2448034586741563
4,4_pattern.gpx,STEP,1046,1050,-6.100000000000023,0.38212713099322626
4,4_pattern.gpx,SPIKE,1056,1057,-0.177448541373451,0.23378060408599166
4,4_pattern.gpx,STEP,1076,1078,17.100000000000023,0.26624134006379785
4,4_pattern.gpx,STEP,1085,1089,26.25005797494896,0.3531859747962427
4,4_pattern.gpx,STEP,1091,1095,22.49912139890489,0.3318541514721107
4,4_pattern.gpx,SPIKE,1097,1098,12.110864964355414,0.39048589448453314
4,4_pattern.gpx,STEP,1100,1103,9.659470518270268,0.5298426425016461
4,4_pattern.gpx,SPIKE,1113,1114,7.5291325547804036,0.25353489451965855
4,4_pattern.gpx,STEP,1126,1130,-16.0,0.41189884668894877
4,4_pattern.gpx,STEP,1146,1148,-11.399999999999977,0.38490934114839015
4,4_pattern.gpx,STEP,1180,1186,28.0,0.4115166540636317
4,4_pattern.gpx,STEP,1188,1206,32.428237710402755,0.489194512469692
4,4_pattern.gpx,SPIKE,1212,1213,10.297200224229869,0.44316003608901033
4,4_pattern.gpx,STEP,1226,1228,-13.600000000000023,0.8004690879597043
